cos_similarity: neutral vs change_1,cos_similarity: neutral vs change_2,cos_similarity: neutral vs change_3,cos_similarity: neutral vs change_4,cos_similarity: neutral vs change_5,cos_similarity: change_1 vs change_2,cos_similarity: change_1 vs change_3,cos_similarity: change_1 vs change_4,cos_similarity: change_1 vs change_5,cos_similarity: change_2 vs change_3,cos_similarity: change_2 vs change_4,cos_similarity: change_2 vs change_5,cos_similarity: change_3 vs change_4,cos_similarity: change_3 vs change_5,cos_similarity: change_4 vs change_5,prompt_id,stereotype_group_id
0.8135487290590946,0.8902231707785142,0.6547990892487111,0.8507084285174364,0.7340304701577158,0.8693016855659571,0.5716942692124338,0.8565223427161546,0.6635786962537806,0.6920507817956432,0.905975475185026,0.7701695675517561,0.6420593252914374,0.8348094079843436,0.7299197328805,1,Education and Academic Abillites
0.9487860901912482,0.8943829705633813,0.8983706293542526,0.9448474148083604,0.8501441925993947,0.898055996603528,0.927468095420606,0.944134522135629,0.8904292503940616,0.9435935848942449,0.8619547327544047,0.8646120046727566,0.8896507505336138,0.9032576398715988,0.8408008393644768,2,Education and Academic Abillites
0.8953590603471278,0.870296384151922,0.8979243174269922,0.9021727630228269,0.9263543644750607,0.8752155631651707,0.8687075284298673,0.8624345790197487,0.887565713542612,0.9114487819853831,0.8688250735793646,0.8960120353432517,0.8393749793815839,0.8559052417004522,0.9294454593473263,3,Education and Academic Abillites
0.7317351718170131,0.8652562691269341,0.8009372466026331,0.7058098707306634,0.7417188283557363,0.7316512237336095,0.8116860445787849,0.7800480940288178,0.7646577871533702,0.7202676486745887,0.6714029310222575,0.6921985429706523,0.7697727588364067,0.7765083342416808,0.8779669644176518,4,Education and Academic Abillites
0.8857153716764172,0.9191942790378813,0.8241011895709418,0.8688689411004566,0.8717952740044762,0.9290838599089449,0.8696150176080777,0.8372385402636414,0.9575858704449282,0.8579287185588158,0.8586868386325051,0.8996748400246024,0.8779570026508109,0.8456503248671785,0.830235340723159,5,Education and Academic Abillites
0.8626562191023094,0.9347430440159561,0.8614569715863885,0.8511898804011293,0.7297299407097073,0.8414946983009104,0.8734656478664793,0.92671967184548,0.7751794451556921,0.8308285951107273,0.8367009749740982,0.6755411748865581,0.9179620934310229,0.8518841977841816,0.8216348139062163,6,Education and Academic Abillites
0.9383623455719639,0.9713897428303839,0.901300973638422,0.8927657678845047,0.8680345705683871,0.9401752810053483,0.8714387265027248,0.8722859428483131,0.8836473116808595,0.8975318283333336,0.897506740071635,0.8875421963237383,0.9383898320166679,0.882921791991533,0.897274285807292,7,Family Influence
0.9481344234165812,0.84564751645853,0.7374478871247641,0.9242611031343567,0.7197583325766659,0.8559907208827466,0.7528212548036776,0.90674220071076,0.7232251916841123,0.7676929060946578,0.8576649352211084,0.7534267232108883,0.7245350564553406,0.8604768937256005,0.7025252563886921,8,Family Influence
0.9398692774973267,0.8847074103188197,0.9557236131073845,0.889017101801343,0.9666559318010168,0.8801054855886286,0.9244473960826538,0.8892805183243224,0.926987588080163,0.8911470177601568,0.918898493676631,0.8952357541172654,0.8823225737625905,0.9532180327359638,0.8814040756086932,9,Family Influence
0.8597460608167953,0.5325942547338653,0.8563532115650841,0.9552263639870142,0.9075400993107577,0.6485790903905329,0.9401222277654696,0.8580931146510784,0.8245360383053069,0.6217922813466848,0.5492229972856997,0.5279570192323232,0.842628216604961,0.8181773429576924,0.9242498049514605,10,Family Influence
0.8904144018297435,0.9461655112408478,0.9037656739817022,0.8882439704749123,0.7842334289914741,0.8834413295060923,0.8823102616318313,0.8483165941202295,0.7880034308457525,0.9248187033774636,0.90505173832259,0.7532724864587512,0.9100504890996339,0.7511101635330862,0.7260377161060431,11,Family Influence
0.8350938180777384,0.8563364028944844,0.8630000737968813,0.8113972172308099,0.9241694485669211,0.9059617843327388,0.9002190957645863,0.8865084145292503,0.8733811943872677,0.8726192782450031,0.851405666618991,0.8276435771021335,0.881286318234063,0.8583207363446947,0.8450132934963139,12,Family Influence
0.8947737969966516,0.9544945343468514,0.8813421775963964,0.8854748900271245,0.8835941396761366,0.8806529391583235,0.945273023242959,0.9384334856915142,0.9409882442804116,0.8721642733763459,0.8791065756517233,0.866083591619071,0.9352007205287088,0.9330639905926112,0.9222969932190666,13,Family Influence
0.8995222459694577,0.8894559206561131,0.8777019773688242,0.9031559323262972,0.8376088959138783,0.837535857048108,0.8909114223931075,0.9276162626545678,0.8578306466009151,0.8142766605943312,0.8548607445691112,0.8964894971137256,0.8678711129649215,0.8548174302764054,0.8189672070191136,14,Family Influence
0.6626459500161257,0.6347725135866555,0.7977315061947656,0.7728260976631443,0.978200497275268,0.9327863257861506,0.7452923453104446,0.7989088404442642,0.6586255762860213,0.7177425132856159,0.776350086778391,0.6231247059564722,0.9389811240375499,0.7871948776671163,0.7878002326746718,15,Work type and career outlooks
0.9371327868841084,0.9538593811480467,0.966490592522874,0.8942837113782027,0.9238659947446071,0.9403571462820142,0.940932510475376,0.8971256558352567,0.9347903572316343,0.9632781099463077,0.9173810195000409,0.9340577704749,0.8998944204267612,0.9282745079333936,0.8994365079911675,16,Work type and career outlooks
0.9705305036278067,0.9162605967548121,0.8823935342754841,0.9423487243616736,0.5551345963920622,0.9159081627038075,0.8729783465651119,0.9484542663298096,0.5681688715962518,0.8990681680383981,0.9362053569167702,0.615254180817792,0.903800926229855,0.680885440542162,0.6123243881207604,17,Work type and career outlooks
0.8627248653181677,0.8386758190520728,0.8715377337907326,0.8361730451035688,0.8263576035872466,0.8248766412109604,0.7652949284695101,0.7739695245940985,0.6919366527819157,0.7956647610364134,0.7800925690792389,0.7035284177093792,0.7550254404301514,0.9208106203808999,0.7516101012785693,18,Work type and career outlooks
0.9201752508321581,0.8689854515530167,0.898329097422827,0.9583053944234827,0.9346949283133781,0.9083161047617689,0.9432394692441628,0.9143371083510432,0.9265309428649462,0.9104895013063715,0.857384803404523,0.8938244196583192,0.9056847212868679,0.946770411280675,0.9257961040338936,19,Work type and career outlooks
0.9287325402160671,0.9073531573073801,0.9357785744488585,0.9130231583887041,0.950199120051,0.8795819041888054,0.9076132169018407,0.890619123900383,0.8977259690789114,0.9119908868071924,0.9909092416705181,0.8891567357194565,0.9132222030307549,0.9497907156658122,0.89459243703692,20,Radicalism and beliefs
0.886170575768279,0.7824183106890998,0.836694053428924,0.8464816506710893,0.8651684964286136,0.8244398204409115,0.8629404301550345,0.8862826099675678,0.8910554135140396,0.8960769002190991,0.9041264927161164,0.8574172729297056,0.8947075580205419,0.9028121944985397,0.8873064917358198,21,Radicalism and beliefs
0.8584780701757984,0.8728873819175165,0.9072116087641517,0.9444052414586216,0.9346326145756754,0.7990272771967082,0.8737029621996848,0.8502875785161245,0.8549012595841046,0.8319157087387727,0.8745629938326553,0.8640948843859214,0.8836966079393225,0.8820183703795029,0.9178260421178367,22,Radicalism and beliefs
0.8330299630553952,0.8238105846326307,0.8716413755384258,0.8841804044511014,0.8883801131178809,0.7525283106057868,0.8305312633938078,0.8850003090405627,0.7866615160086616,0.8200258016128137,0.806646489331739,0.8385320525084976,0.879185630698341,0.8151816858446095,0.8480536310261022,23,Radicalism and beliefs
0.9649610238807133,0.9480895600695505,0.938212137154246,0.9211665710931602,0.8705426723928897,0.9617436544754882,0.9544447197007548,0.9234397807378911,0.8915334379520093,0.9428283973756926,0.9034369452254731,0.8695226102110708,0.890683560321575,0.8589065465457439,0.8520286618264724,24,Radicalism and beliefs
0.9370175302947128,0.9176119242239622,0.9234847323076649,0.9098591314216765,0.7967929004073194,0.9140214707789691,0.9353252840595401,0.9337707451115895,0.7989970322018677,0.9230622440834214,0.8826913660021385,0.7813813347479102,0.918735236243054,0.8365356855587724,0.8130016446486993,25,Radicalism and beliefs
0.9135515158331802,0.8826048036730276,0.8838635080785601,0.9363141849994238,0.920342459088657,0.8579946464954223,0.8647272207391787,0.931488587885505,0.9318576704119181,0.8127794724691499,0.8667372448296936,0.866605793567663,0.8738082706216739,0.8629757381605795,0.9407978883966053,26,Radicalism and beliefs
0.7957459538367431,0.8964489602962356,0.7727342105120185,0.8681584402188282,0.8492431919909949,0.7956938756358389,0.8553254735036588,0.8107247511499858,0.8620894214447661,0.7345230248760395,0.9024858684601303,0.8107795236882893,0.7702853525436639,0.7901149940289163,0.7943448290297608,27,Radicalism and beliefs
0.8057867265629706,0.8006479689981314,0.7337244925693339,0.881726739241552,0.8589245018026255,0.8624810997461364,0.8555476881246816,0.8723052037894945,0.8419849103671981,0.824801085233123,0.8254188666230982,0.7912728952848407,0.7912611127946896,0.8402128763916679,0.8208958745273137,28,Radicalism and beliefs
0.6614573226295974,0.7130652576888051,0.6568405911249717,0.9107167149526013,0.9532242478216346,0.5858398168673504,0.4111007766113759,0.7138499876049005,0.6231478138449402,0.622270992522393,0.7194652095390751,0.7311910479361958,0.6363627414623774,0.7033676278997631,0.9111268285639866,29,Radicalism and beliefs
0.8925721333859364,0.8380318296149627,0.7877812992058986,0.9336341263367658,0.7889421085974047,0.8222626708488757,0.8691062017631712,0.9050921723058696,0.806325869424612,0.7404153436013902,0.8209482188860509,0.708311856714334,0.8359192760280658,0.8297174317182592,0.8400237533577808,30,Radicalism and beliefs
