cos_similarity: neutral vs change_1,cos_similarity: neutral vs change_2,cos_similarity: neutral vs change_3,cos_similarity: neutral vs change_4,cos_similarity: neutral vs change_5,cos_similarity: change_1 vs change_2,cos_similarity: change_1 vs change_3,cos_similarity: change_1 vs change_4,cos_similarity: change_1 vs change_5,cos_similarity: change_2 vs change_3,cos_similarity: change_2 vs change_4,cos_similarity: change_2 vs change_5,cos_similarity: change_3 vs change_4,cos_similarity: change_3 vs change_5,cos_similarity: change_4 vs change_5,prompt_id,stereotype_group_id
0.8390725575965483,0.7645076539899228,0.5801118528877978,0.5752258660270055,0.6033729895254987,0.7679054039688609,0.607464806890878,0.6575517727789265,0.6262354494164538,0.6249938700204165,0.6155184454765434,0.533152106592396,0.5476194350380033,0.5648735874118445,0.5322310590559068,1,Education and Academic Abillites
0.922508169752052,0.7138535259695504,0.7877731339107074,0.922354489718038,0.824446563001741,0.6785957199228785,0.7706129739179112,0.9398271340143289,0.8436827972178158,0.8555577270165566,0.6825576516606776,0.7011061381762349,0.7757000290175384,0.7743658001041817,0.8079295168125828,2,Education and Academic Abillites
0.6444066829752015,0.3846970444386594,0.6849285935867544,0.7042388618989833,0.37413136984110584,0.5218141287131922,0.7136397463403973,0.8436691982319431,0.454422629657266,0.4337834924498155,0.5255451463080998,0.8921545095630523,0.7349346302839199,0.3339812032484809,0.46545805188054046,3,Education and Academic Abillites
0.9329800032539716,0.33195128505021887,0.3223295096444313,0.621388194659915,0.5873656233808997,0.34552534085964764,0.33447852924390076,0.5531634898050413,0.5012974023318716,0.7192207050978301,0.09387864821657274,0.08816320314089891,0.08522134354118782,0.09267067638898982,0.7839276704448909,4,Education and Academic Abillites
0.5315403536778511,0.48473087151080274,0.6917311867713718,0.6661741517286782,0.7839823728753063,0.7342464510798927,0.5963884073837582,0.5566998592471838,0.5778737557357536,0.4996254905751064,0.5075944070099865,0.5074926484106727,0.753654568624561,0.8155000742055531,0.7618494382068338,5,Education and Academic Abillites
0.8828073233580642,0.867749613115916,0.903728480552968,0.7633459315407337,0.8534235714511578,0.871723311268005,0.8863392144807263,0.7190189758325704,0.8373145371220803,0.8941511396201418,0.7759371800286328,0.8258568538167637,0.756242118753877,0.8656084323167775,0.7689671180671431,6,Education and Academic Abillites
0.9098529526289438,0.788984139340212,0.7466223999267028,0.8687151859823583,0.771112738092746,0.786601712575903,0.7307790801665368,0.843553617021209,0.7266971896083931,0.7617076297776497,0.8032185347910445,0.8654264945659249,0.7318194056990336,0.7798403878363123,0.7900042647810686,7,Family Influence
0.9419757155170128,0.7660772694705025,0.6596936344354345,0.7370306086809448,0.889140434224024,0.7654564114333967,0.628163523127288,0.7484252490274712,0.8812808042431525,0.6324867036881624,0.7817449400362106,0.7899326328241955,0.7220849488923242,0.68742790329576,0.7808079248860211,8,Family Influence
0.6658873119475593,0.6081607547321486,0.6323497797745004,0.7317673087911922,0.7072936840701591,0.8875909971140521,0.8500630578598958,0.7388645940716967,0.746492271693839,0.8229817207607442,0.7010211819150244,0.7054889543882691,0.6731719238461609,0.6934053112080658,0.8766405905954127,9,Family Influence
0.500679299732833,0.500679299732833,0.5023991022357381,0.7592458049205186,0.7511293514017587,0.9999999999999983,0.9368519043610085,0.6739108097994553,0.6724514977611533,0.9368519043610085,0.6739108097994553,0.6724514977611533,0.6658517818710944,0.6690496279188709,0.8765260563253348,10,Family Influence
0.5793969985404006,0.6524133919334981,0.6705476758315424,0.5937863932868773,0.289930409140337,0.7837124428662242,0.6494246657826157,0.520952934278684,0.42161158744564897,0.6954510881477457,0.5415636104760619,0.3619754483025247,0.6002037925295709,0.3245017466598378,0.11799624976924916,11,Family Influence
0.6330108240068943,0.715847617523947,0.7336531217157618,0.7374577640883856,0.7142531383448498,0.6768654240030076,0.6791272135343196,0.718408761630505,0.7369077020427918,0.722405870735745,0.7728380422570926,0.7261448368679677,0.8103497061351012,0.808991226527004,0.7733774455143168,12,Family Influence
0.8263503831288831,0.820656585866947,0.898148434862015,0.8585877543526204,0.7661440330345957,0.8041028724708298,0.8029840951569207,0.7294973042963193,0.6435659389036641,0.7814456220276722,0.7145387003941528,0.6265730652869191,0.8702830850461931,0.8181421942750797,0.8198200999215917,13,Family Influence
0.8418416959990668,0.8656256477714892,0.856806945955972,0.8210510464539322,0.7854266705951417,0.7912977992789065,0.7637478339417931,0.6967091208439012,0.7940964457186481,0.7912868601920403,0.7653966600042463,0.7635968483658901,0.78958902388511,0.7848068766064271,0.7038446187627632,14,Family Influence
