cos_similarity: neutral vs change_1,cos_similarity: neutral vs change_2,cos_similarity: neutral vs change_3,cos_similarity: neutral vs change_4,cos_similarity: neutral vs change_5,cos_similarity: change_1 vs change_2,cos_similarity: change_1 vs change_3,cos_similarity: change_1 vs change_4,cos_similarity: change_1 vs change_5,cos_similarity: change_2 vs change_3,cos_similarity: change_2 vs change_4,cos_similarity: change_2 vs change_5,cos_similarity: change_3 vs change_4,cos_similarity: change_3 vs change_5,cos_similarity: change_4 vs change_5,prompt_id,stereotype_group_id
0.8429126409733321,0.8097204304858394,0.7878652532124573,0.558390995929691,0.7245158791143295,0.7559476304149444,0.6410281932084315,0.570225996790918,0.6016834151415852,0.6967919698596939,0.49820225415967756,0.630167271047382,0.4820922082501591,0.9145229717903928,0.47268250665833356,1,Education and Academic Abillites
0.78157571563391,0.8972412879272686,0.7260973192644501,0.7341110653242712,0.772523096027307,0.811426716113498,0.7760956846211082,0.7226095642470522,0.8932006876289507,0.7874917308265657,0.8109373225822086,0.8077369138239225,0.6550917808478366,0.7208434491386362,0.7551325151259991,2,Education and Academic Abillites
0.9002105579001103,0.6758540354835652,0.8942904031150598,0.873009896249021,0.8947121048873625,0.6677679511603241,0.8694293342642304,0.8231547568692885,0.886069791379112,0.7086822805816873,0.696290836932849,0.7563622094262963,0.8120096936644252,0.9197081724838778,0.8490890596661808,3,Education and Academic Abillites
0.9035386516025078,0.3495672440377484,0.8637212407377186,0.7271795151378124,0.8020636278276698,0.3478045345270037,0.8315690055874783,0.7107900696833094,0.7881268953549005,0.30195014973285195,0.2224168412608178,0.3572338958905088,0.7113817123052226,0.7742680645104628,0.6372148736164165,4,Education and Academic Abillites
0.6066128267679718,0.5409089281120459,0.6735478653191137,0.8056633233702108,0.5701361900068351,0.7867192504456286,0.759028178971146,0.7076574099044739,0.7166865081547045,0.6723538948379769,0.6746120126254052,0.6509386967765213,0.6787636341796092,0.6929017352281409,0.738569520953496,5,Education and Academic Abillites
0.8268210402024455,0.870533798028472,0.8509787122718238,0.923328748127016,0.8108007641646826,0.8577282447667337,0.8120652419825118,0.8136395850423437,0.8494991002701706,0.8590257871972933,0.8495557340814954,0.8612721396859973,0.8265274735144736,0.8363285596809791,0.7915337146745696,6,Education and Academic Abillites
0.8164903212535574,0.738562767216737,0.7671073491550473,0.7819878604480639,0.7451366916532227,0.6847886597054209,0.7257719381467125,0.6782832935561895,0.691894581529927,0.8048553149997713,0.7848984262931282,0.8750304733716261,0.8523341097680415,0.8025074513134544,0.7954939791980546,7,Family Influence
0.7876878751478656,0.8864900848804558,0.73416173605153,0.9746759142958195,0.7736229021218409,0.6868509055627953,0.6968485369871339,0.7837280090139463,0.6720051049564406,0.6999158038920995,0.863158472865085,0.7970899704017933,0.7294352721302493,0.6895832165309528,0.7620659180498787,8,Family Influence
0.8507644640512646,0.6797812324318218,0.7163586515822045,0.728337432728942,0.7738823314309222,0.6421730280321584,0.6677893961075924,0.6497387455592621,0.7424674624250542,0.8754511135021468,0.8870654848243584,0.7232870185446205,0.9029224322150314,0.7760049827682602,0.7848306760926089,9,Family Influence
0.7197879837772796,0.6101148264224614,0.6995235025076831,0.8264500645788732,0.631037680355817,0.5952568540241148,0.8341515963309709,0.7069971407308345,0.5626154930125646,0.6283345950457291,0.5974339539726141,0.6283384058155626,0.664277774900057,0.5991907674814335,0.6131304979997063,10,Family Influence
0.6652542282509235,0.8755539906395456,0.7027413593318657,0.83995628477875,0.6033748083316997,0.7025712026455312,0.5620883264278866,0.6164655116179731,0.5139110800190296,0.7582943755236682,0.8591870978999535,0.6295850457846452,0.8096765539471946,0.56088498927428,0.6177363842911462,11,Family Influence
0.9025681818382262,0.8766320235998776,0.8499633740118127,0.8778351019044158,0.8905226363038206,0.8668238451190664,0.820112512949372,0.8511565718371172,0.9124378575438176,0.8151293358217967,0.8541664636379618,0.844465026938103,0.9111328437458897,0.8239274634144793,0.8511146350019891,12,Family Influence
0.8652177377162027,0.9325834066995673,0.8685378931309151,0.7777322863482086,0.8047135774974137,0.9323581789096287,0.8191954952987854,0.7509327788614286,0.8007639929377912,0.8510483374484208,0.778994821508971,0.8241584644632253,0.857983445775861,0.7971745080841062,0.8012814142616158,13,Family Influence
0.8634827002929684,0.6024341201134685,0.7850726348723416,0.7599076069291467,0.6053694892914618,0.6153431251016935,0.811947660005691,0.7917393783341348,0.6299499109390536,0.5331516622946437,0.6141126674508941,0.7707627827785284,0.7068860614319534,0.5556590754161114,0.5033360347583334,14,Family Influence
0.8684762525376183,0.8580194850349655,0.7187729901184465,0.9467067380228895,0.913303493002159,0.9114402476585505,0.7087906874077711,0.8756855199106324,0.866038872567978,0.6411790661877164,0.8757994087717957,0.8489314209531686,0.7308420030032521,0.7157738204618627,0.9702125922661766,15,Work type and career outlooks
0.9246598295882271,0.9209365464866942,0.8855214481343991,0.7535539634600406,0.8457692243448725,0.8922217168775032,0.8669770403629107,0.7492410115871327,0.8263003314352775,0.8861626569585891,0.6853299957469581,0.8312898468468215,0.6955143670211235,0.849845760210003,0.671732887050464,16,Work type and career outlooks
