prompt_id,stereotype_group_id,cos_similarity: neutral vs change_1,cos_similarity: neutral vs change_2,cos_similarity: neutral vs change_3,cos_similarity: neutral vs change_4,cos_similarity: neutral vs change_5,cos_similarity: change_1 vs change_2,cos_similarity: change_1 vs change_3,cos_similarity: change_1 vs change_4,cos_similarity: change_1 vs change_5,cos_similarity: change_2 vs change_3,cos_similarity: change_2 vs change_4,cos_similarity: change_2 vs change_5,cos_similarity: change_3 vs change_4,cos_similarity: change_3 vs change_5,cos_similarity: change_4 vs change_5
1,"Career, Education, and Finance",0.9249965107872516,0.4658348735163384,0.6728763835417917,0.8694450630809909,0.7129264674118373,0.4640772525391577,0.6477878822867619,0.8632683968665019,0.7115736148919407,0.4443010814583253,0.4925299448740484,0.6477666174651412,0.6419731954551358,0.7302666124424386,0.7391738171727369
2,"Career, Education, and Finance",0.761205458055778,0.9999991023864796,0.9999991023864796,0.9999991023864796,0.9405291989572226,0.7612520088294428,0.7612520088294428,0.7612520088294428,0.7465660791355335,0.9999999999999972,0.9999999999999972,0.94053809095376,0.9999999999999972,0.94053809095376,0.94053809095376
3,"Entertainment, Leisure, and Preferences",0.2660997937338078,0.999999999999998,0.99999897271293,0.2660388806154191,0.999999999999998,0.2660997937338078,0.2660988450517319,0.9999995219462168,0.2660997937338078,0.99999897271293,0.2660388806154191,0.999999999999998,0.2660379050431513,0.99999897271293,0.2660388806154191
4,"Entertainment, Leisure, and Preferences",0.1802543278328859,0.9999999999999988,0.4577493837094555,0.9999999999999988,0.1802245852532802,0.1802543278328859,0.2437192967213762,0.1802543278328859,0.99999938366223,0.4577493837094555,0.9999999999999988,0.1802245852532802,0.4577493837094555,0.243734146879992,0.1802245852532802
5,"Entertainment, Leisure, and Preferences",0.5400180266107066,0.551288522858175,0.8530361910636028,0.542227136725482,0.5310276033685938,0.8646189031805692,0.5908905260047517,0.8508358962987671,0.949987300582148,0.6066416029890047,0.9499996526792652,0.8857238216377162,0.6086240541116439,0.570187480718501,0.8415376116602399
6,"Entertainment, Leisure, and Preferences",0.7897527642167474,0.8298082233362698,0.956517267197084,0.9483995596494618,0.93479000737331,0.6521690622750165,0.7537188396117473,0.7778544935423028,0.7521525647907662,0.8143002712200925,0.8497929878120574,0.8128233451682876,0.9345720154705344,0.9217295682346328,0.9184879729683856
7,"Career, Education, and Finance",0.6227291729632246,0.8241193855004012,0.7179450857789282,0.6411527163529589,0.7532045358056051,0.5738451752709038,0.6555569823806147,0.9535479244359624,0.6142477168337697,0.7553837597078202,0.5861114212729324,0.79534930544645,0.6590948549402464,0.752399530446591,0.6227807720179559
8,"Entertainment, Leisure, and Preferences",0.6018397519201637,0.4046270931996917,0.4046270931996917,0.9119899391344006,0.6183339045734483,0.4339303956007421,0.4339303956007421,0.549435913713405,0.3231013960079094,0.9999999999999978,0.5655898912793987,0.5531499191410392,0.5655898912793987,0.5531499191410392,0.7216774664165782
9,"Entertainment, Leisure, and Preferences",0.9244234241608678,0.8967766889213324,0.8879323900742627,0.9184222095589224,0.8999793969427098,0.9115293183578492,0.8913393904816047,0.9343848419273246,0.8936675348600038,0.9142285716658836,0.940087686787419,0.9126001880632394,0.9288327662832644,0.8898945322093091,0.8967325026037246
10,"Entertainment, Leisure, and Preferences",0.8073615366710238,0.7671055695780158,0.8161894993935292,0.7964519949997098,0.8047661154034631,0.8787602807469698,0.9497115601818128,0.8158138744806185,0.8210396711526788,0.902306694571017,0.8702489102122379,0.8357651229764194,0.8220742330472472,0.8185626310505834,0.825894168591496
