prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: neutral vs neutral american,cos_similarity: neutral vs caucasian american,cos_similarity: neutral vs asian,cos_similarity: neutral vs african american,cos_similarity: neutral vs hispanic,cos_similarity: neutral american vs caucasian american,cos_similarity: neutral american vs asian,cos_similarity: neutral american vs african american,cos_similarity: neutral american vs hispanic,cos_similarity: caucasian american vs asian,cos_similarity: caucasian american vs african american,cos_similarity: caucasian american vs hispanic,cos_similarity: asian vs african american,cos_similarity: asian vs hispanic,cos_similarity: african american vs hispanic
1,1,Education and Academic Abillites,0.1355097345636399,0.9999990820872753,0.7086375554430658,0.3323183860627222,0.7086501159063583,0.1355259021653939,0.2081152626005145,0.06872189798901722,0.20810353778643065,0.7086699124384317,0.33239166141136456,0.7086824544393342,0.2935477340562954,0.9999995652681934,0.29354020450398427
1,2,Education and Academic Abillites,0.24387781487676635,0.24381869538462742,0.6056799362445232,0.8468733749036678,0.80390340319545,0.9999984404805611,0.19704260069682333,0.21086354764944384,0.20809081299964632,0.19697133591384064,0.21083755056650114,0.20804840480027215,0.6260497196419004,0.5749910513052258,0.9645446340765167
1,3,Education and Academic Abillites,0.9999999999999973,0.9999999999999973,0.7094664911940638,0.8602194044633784,0.7094664911940638,0.9999999999999973,0.7094664911940638,0.8602194044633784,0.7094664911940638,0.7094664911940638,0.8602194044633784,0.7094664911940638,0.5830037405376365,0.9999999999999978,0.5830037405376365
1,4,Education and Academic Abillites,0.9999992568711102,0.8571826079255752,0.7094914831754461,0.6884952919648715,0.7094914831754461,0.8571995640998484,0.7094664911940638,0.6885331404535648,0.7094664911940638,0.5434818941167111,0.6743496261375289,0.5434818941167111,0.7946318900738127,0.9999999999999978,0.7946318900738127
1,5,Education and Academic Abillites,0.3375834940641198,0.1811345545857032,0.19839755110674848,0.08424380729922448,0.2340928848465915,0.17270447820217344,0.20804840480027215,0.09201457710685723,0.21083755056650114,0.777380410752124,0.3096828220246527,0.7898241799606636,0.33082510362699485,0.9645446340765167,0.3345879449090754
1,6,Education and Academic Abillites,0.15659552207995722,0.3915145900393698,0.5303618493594493,0.42639206679612984,0.15656961778294318,0.18293292351162316,0.21854937822727827,0.16564537053525868,0.9999987112786317,0.5418857302581477,0.6483414760677664,0.18299506456727038,0.4969633226026437,0.2185312307599771,0.16564185591003294
1,7,Education and Academic Abillites,0.18423643258999062,0.3149421924703827,0.5221491929896684,0.28228307964381216,0.5139886709113195,0.1318762348070336,0.2064818992853101,0.09201457710685723,0.1610637710361667,0.3843482055595178,0.7929283876549322,0.3560414613756117,0.3473928833906127,0.6741703461420172,0.3178696487993611
1,8,Education and Academic Abillites,0.17213818706092335,0.3279179421023478,0.8367231986181016,0.32246978306787755,0.17213818706092335,0.1055097924718809,0.19392860857230504,0.09201457710685723,0.9999999999999971,0.35501774417060095,0.7152460767046794,0.1055097924718809,0.3495447547046604,0.19392860857230504,0.09201457710685723
1,9,Education and Academic Abillites,0.19187283650510983,0.7452356943280376,0.24194709734686384,0.922401732779681,0.5915842684265137,0.20656981330591795,0.5097056516562073,0.1449512868566987,0.14171646566294754,0.2955643532432341,0.6481399662282433,0.6182422319117019,0.15079235820953124,0.26084164847971913,0.502269629130657
1,10,Education and Academic Abillites,0.5315783371756206,0.2565393488513973,0.5728922319203933,0.2590510496452768,0.5315783371756206,0.11815229166709951,0.49279773246231884,0.16704834226204948,0.9999999999999971,0.22051926931665342,0.7054712095741347,0.11815229166709951,0.23434132539735414,0.49279773246231884,0.16704834226204948
1,11,Education and Academic Abillites,0.24171183338387542,0.8729237254730653,0.8750009799984002,0.7947082294888349,0.9999992461216697,0.27866479932221333,0.2673304847915173,0.30125469769261765,0.24174947998171087,0.9709299462010994,0.8985625493045467,0.8729054296037744,0.8732611216092006,0.8749758355589994,0.7946791275489478
1,12,Education and Academic Abillites,0.19047631223175945,0.6070776601423951,0.8152387641779837,0.8152852385997889,0.19047631223175945,0.11037196443167828,0.15304844926100153,0.15300456776475785,0.9999999999999971,0.741350351906232,0.7412900860146974,0.11037196443167828,0.9999991616160295,0.15304844926100153,0.15300456776475785
1,13,Education and Academic Abillites,0.7060320595987881,0.699426560820445,0.5717756762000441,0.6793847619589519,0.699426560820445,0.9430337137886231,0.6214812079611394,0.9500440461419828,0.9430337137886231,0.6165195881361802,0.8917288073029912,0.9999999999999968,0.6151833713161221,0.6165195881361802,0.8917288073029912
2,1,Education and Academic Abillites,0.8109429859525488,0.7997037729376226,0.7138363120265562,0.8279742644356631,0.7534413394724662,0.6926134440076372,0.8588825632624058,0.7178361572881238,0.6240186579470208,0.6357814147756375,0.7350075540290063,0.6817325132069316,0.6995177373250167,0.6208074592435716,0.8571342824965257
2,2,Education and Academic Abillites,0.7895766213694955,0.771515667033819,0.8422806517290906,0.8556002328401335,0.8083429412953486,0.7523801981507551,0.7624148845187471,0.7987204344991825,0.7575085671628614,0.851193639951743,0.7798414916818701,0.9274388622102834,0.8299932836340911,0.8518166735160417,0.8230126950480899
2,3,Education and Academic Abillites,0.7751242458132575,0.8792952253769822,0.8672589945473358,0.666376191334588,0.897674903148352,0.716137342432429,0.7761363889968309,0.7091028249654818,0.756530193391423,0.8065276159747491,0.5735608641576566,0.8018885174473072,0.6506359235083184,0.8926693748203622,0.6010114232247624
2,4,Education and Academic Abillites,0.5308773902965378,0.8595339385942005,0.8222334885001126,0.7987604216088329,0.8528140384511386,0.5526866855697659,0.48807731897447404,0.5798291000661243,0.5874696655977145,0.7842654718917648,0.7319855502659207,0.8027040261532503,0.6573542774101995,0.7476578828725432,0.8663780756558774
2,5,Education and Academic Abillites,0.5237545956005414,0.4991337673612647,0.45082113748533786,0.49523833568282366,0.5189367105196354,0.8106589962260242,0.31456872031007577,0.7752820245586383,0.4444511840833245,0.2907908497092968,0.789584905855075,0.4291491079448293,0.3172332788492125,0.1457389114435567,0.4182840216833755
2,6,Education and Academic Abillites,0.7037140098429627,0.7143163822023684,0.6591316670236089,0.7486086705287,0.7087226510047167,0.8713928304844767,0.8750316739641664,0.6169013067931831,0.8541113901546504,0.7961534591519726,0.7260135223901332,0.8550255175572876,0.5954679449535802,0.8192842157751214,0.6738212678755138
2,7,Education and Academic Abillites,0.923203559210559,0.8693345624403932,0.3414006800980516,0.8907865113163662,0.8842265086918448,0.91500578590363,0.31418432466695057,0.8977559016959282,0.8827008318922966,0.3296673404215784,0.930447791436287,0.8984355120249863,0.30996275997361866,0.3252627598136212,0.9200658665546574
2,8,Education and Academic Abillites,0.7345007012701434,0.6229478118919614,0.7049807360891239,0.6387184572632572,0.6386285953125128,0.7448388571411644,0.6371580965700577,0.7020108706872819,0.7189136185650612,0.7572298402000089,0.7620171158733928,0.841543540494714,0.7199897824682839,0.8293764286808993,0.8508220343891513
2,9,Education and Academic Abillites,0.6735758833428157,0.5776669951528965,0.6390618815620998,0.6699393968536299,0.6446810024467879,0.6112598823359944,0.7040738316028625,0.7192589515382559,0.6416040569544155,0.8547680969544288,0.8510999065083807,0.8307612030018106,0.8460766793296717,0.8762636435176049,0.8230070985079125
2,10,Education and Academic Abillites,0.755445139028236,0.7948355440382269,0.7749367575678348,0.7098709315498923,0.7242211190185721,0.8090042877483583,0.8320042223475052,0.7412093361312242,0.857085819086638,0.9014109679906182,0.8261355075596181,0.9154808309401828,0.8391823145607148,0.8889576553236109,0.7877274276621506
2,11,Education and Academic Abillites,0.7935974245825353,0.8764127162916971,0.25899391153763524,0.9102442797704748,0.7935974245825353,0.879555724583018,0.31630946915896785,0.7819296038234866,0.9999999999999986,0.288760107765042,0.8597512489745626,0.879555724583018,0.2663293881601998,0.31630946915896785,0.7819296038234866
2,12,Education and Academic Abillites,0.8898860315220515,0.6846291310591696,0.7618285080442401,0.792981922021409,0.7372263153900367,0.7076153811374805,0.8145801471314928,0.8773468653908969,0.8078935240815557,0.6195687406072277,0.7259890747603536,0.5855404183583943,0.7890025249206921,0.9502525773944177,0.7536385248333263
2,13,Education and Academic Abillites,0.6935948395944336,0.8626782418342974,0.7824480890764434,0.7465765859047271,0.8369341873795062,0.7407571404959907,0.8602953844008691,0.6447256603970498,0.6177106184016817,0.8299357485005606,0.7778478972043559,0.8324055755092399,0.7219864002394394,0.6933491581346098,0.7102120777894382
3,1,Education and Academic Abillites,0.8400886060053538,0.9999991431362074,0.9999999999999987,0.9999992764118508,0.8383248511649888,0.840090362812941,0.8400886060053538,0.8400853880420567,0.7077040171553388,0.9999991431362074,0.9999991902194834,0.838335940464382,0.9999992764118508,0.8383248511649888,0.8382994130948698
3,2,Education and Academic Abillites,0.9999990825245149,0.3736311125307582,0.8400808581892013,0.9999999999999989,0.67013042543833,0.3736175898818208,0.8401326696343072,0.9999990825245149,0.6701514315223496,0.3997917637532817,0.3736311125307582,0.4963098911905436,0.8400808581892013,0.7718290937571131,0.67013042543833
3,3,Education and Academic Abillites,0.5806039986477718,0.8400886060053538,0.9999989563400435,0.8400886060053538,0.6852507233665712,0.7135753067291493,0.5805247828216752,0.7135753067291493,0.7156546149220322,0.840067527384756,0.9999999999999987,0.7611692934918691,0.840067527384756,0.6851809794368807,0.7611692934918691
3,4,Education and Academic Abillites,0.8334765327869478,0.2619061024200076,0.9999999999999987,0.865726887187341,0.9999999999999987,0.25019692018541784,0.8334765327869478,0.7205096331893087,0.8334765327869478,0.2619061024200076,0.2502701298313615,0.2619061024200076,0.865726887187341,0.9999999999999987,0.865726887187341
3,5,Education and Academic Abillites,0.8697412924305276,0.8153131910720821,0.2834616908506763,0.8153131910720821,0.8153131910720821,0.8383248511649888,0.2839774953069986,0.8383248511649888,0.8383248511649888,0.3056148272098416,0.9999999999999987,0.9999999999999987,0.3056148272098416,0.3056148272098416,0.9999999999999987
3,6,Education and Academic Abillites,0.9999991938640469,0.8984635803257428,0.6181222377836579,0.5729359944550145,0.9131623252159752,0.8984903185175019,0.6180723804712454,0.5728925815743938,0.9131900379451935,0.5942319602675129,0.5880294892607676,0.9779301808559164,0.5144124088568911,0.5909736107756356,0.5751045315452528
3,7,Education and Academic Abillites,0.7880238832668102,0.8945490914630818,0.7995891304274791,0.8945490914630818,0.7995891304274791,0.894450303003778,0.8476599667057187,0.894450303003778,0.8476599667057187,0.9021271976007101,0.9999999999999982,0.9021271976007101,0.9021271976007101,0.9999999999999972,0.9021271976007101
3,8,Education and Academic Abillites,0.8475960811353505,0.8476599667057187,0.6022738758525579,0.8188311058014144,0.8944598964633113,0.8722104077515626,0.5292667573653995,0.7204955310022139,0.9534019897183137,0.5608824184254007,0.7626283097306116,0.9021434061943698,0.7720957963856825,0.5540625025744019,0.7412410688451292
3,9,Education and Academic Abillites,0.9999999999999979,0.9999999999999979,0.579452037182445,0.9999999999999979,0.8463712332241764,0.9999999999999979,0.579452037182445,0.9999999999999979,0.8463712332241764,0.579452037182445,0.9999999999999979,0.8463712332241764,0.579452037182445,0.60101751563861,0.8463712332241764
3,10,Education and Academic Abillites,0.6901886850577628,0.8310723311942461,0.7227193354005552,0.9999636671677903,0.999999999999997,0.8190882112869826,0.8828858068181635,0.6900599394309122,0.6901886850577628,0.8375376456030599,0.8307093843418549,0.8310723311942461,0.722922851634549,0.7227193354005552,0.9999636671677903
3,11,Education and Academic Abillites,0.9417337637166949,0.886854259502865,0.371771908428143,0.9999999999999972,0.9999999999999972,0.8425683581790073,0.36083312464840217,0.9417337637166949,0.9417337637166949,0.36373494154150154,0.886854259502865,0.886854259502865,0.371771908428143,0.371771908428143,0.9999999999999972
3,12,Education and Academic Abillites,0.9557561594778223,0.7752118133561192,0.9019041021122174,0.879135476036752,0.8337675856374678,0.7431237754175273,0.8750377748198621,0.8323121260001995,0.8654958339085024,0.8273104363822584,0.8834683018154339,0.732198350248092,0.832103452739447,0.9026042979809759,0.7492136953773152
3,13,Education and Academic Abillites,0.6804527769701213,0.6804527769701213,0.6804527769701213,0.6804527769701213,0.6804527769701213,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999989
4,1,Education and Academic Abillites,0.8632547369156647,0.8982656303551838,0.997745318042064,0.8150164872738613,0.7842077924215842,0.9583819794983333,0.8650314725438607,0.7754406009084169,0.6855729706449014,0.9005220580861795,0.8160594713132648,0.7151607518227827,0.819110762431466,0.7758137589163938,0.5808420567720669
