cos_similarity: neutral vs neutral american,cos_similarity: neutral vs caucasian american,cos_similarity: neutral vs asian,cos_similarity: neutral vs african american,cos_similarity: neutral vs latino,cos_similarity: neutral vs hispanic,cos_similarity: neutral american vs caucasian american,cos_similarity: neutral american vs asian,cos_similarity: neutral american vs african american,cos_similarity: neutral american vs latino,cos_similarity: neutral american vs hispanic,cos_similarity: caucasian american vs asian,cos_similarity: caucasian american vs african american,cos_similarity: caucasian american vs latino,cos_similarity: caucasian american vs hispanic,cos_similarity: asian vs african american,cos_similarity: asian vs latino,cos_similarity: asian vs hispanic,cos_similarity: african american vs latino,cos_similarity: african american vs hispanic,cos_similarity: latino vs hispanic,prompt_id,pronoun_sequence_id,stereotype_group_id
0.8813623247448796,0.8062944569941224,0.8291992269540567,0.5193751446971271,0.6988476729515916,0.856703175272915,0.8365944312768632,0.8500093865225447,0.5526688718040537,0.7281452375297777,0.8749696013903587,0.8819333475774196,0.6994301726409758,0.821194963630961,0.8760719628664522,0.6149491483056215,0.7797119577436871,0.9052982570609021,0.6835959373715081,0.5778975279760568,0.7946176582392054,1,1,Education and Academic Abillites
0.8184480694219504,0.814132073283572,0.7467196522281973,0.6537788418845436,0.7772377000136313,0.8273000436142522,0.8140992978543329,0.7822738191791949,0.6562386295292715,0.7465374786737555,0.8139809420756405,0.7879001588001731,0.7488674814173255,0.7618731967662282,0.8158455021705582,0.7675461219112072,0.7197961786093232,0.8182909479569705,0.7120985146209776,0.7352898969427208,0.795365896980799,1,2,Education and Academic Abillites
0.7385416320803617,0.7354077959296472,0.7948352756339558,0.8057065179423819,0.6724215448481923,0.6171973705585135,0.7174066828654801,0.7715483545935578,0.7655338910508981,0.6749298427972257,0.802702153844048,0.7674095120303619,0.8150949152185673,0.7231110387483227,0.6746819554491854,0.8684691579069383,0.7213715397354457,0.6985385347635936,0.7541195565685423,0.7123967298704004,0.6486078626789878,1,3,Education and Academic Abillites
0.8167546273297936,0.8603226378551082,0.7637534652356375,0.8656750384706067,0.816952362320563,0.8314253190335452,0.8078220357082119,0.8419642057117969,0.8085314421193335,0.7512613444208414,0.766724728901335,0.805469321795747,0.9181551299343716,0.7975815579825996,0.8432334818652009,0.8334504387765361,0.7535214562879533,0.7950758666244333,0.8630269008731992,0.9058842854848353,0.8256091934163929,1,4,Education and Academic Abillites
0.8672358523725934,0.8192860370548398,0.7642822680944812,0.5913945440644237,0.8461312816388004,0.7053490394141096,0.7988644833228657,0.7036875782990506,0.5575151290857913,0.7950070809165306,0.6817497912042865,0.8516185892779795,0.7098324855273233,0.819099629130216,0.7883687393683569,0.6381099439541631,0.8073915238665244,0.8703936667791681,0.6332221124934895,0.6756041676475433,0.8097907462333258,1,5,Education and Academic Abillites
0.9118393337538213,0.894827295164667,0.677404405477356,0.6727299852499018,0.6977650207108502,0.7668661521912303,0.8957183311653775,0.7020690509421419,0.6961415549590553,0.7188841760364245,0.8117011929934212,0.7454118648416524,0.7186849581172394,0.7605214122046318,0.7936826582169464,0.7911556698883181,0.7601309559438708,0.8246006749082673,0.7626314028243502,0.7631499910781832,0.8040732882763477,1,6,Education and Academic Abillites
0.7968502220208231,0.7572043911079205,0.6563894533184617,0.6202867627533499,0.665282813548969,0.6826539540421371,0.8577819381534766,0.6953366163817853,0.6517113084935869,0.7089347008264189,0.7299338990916776,0.775794090886472,0.7082634795461205,0.7957865027379181,0.8159422320898972,0.8241898322776983,0.8763157201780778,0.9043751711381098,0.7271229909040731,0.7655451025200912,0.9350252600008487,1,7,Education and Academic Abillites
0.8763418957711964,0.8954817833364135,0.7390723849890746,0.7795077171537382,0.7795783345495099,0.7789573789968418,0.858048075215212,0.7341830664832389,0.7523824756669095,0.8091354972921363,0.7779190099534705,0.7505423622699099,0.7918216124878409,0.8124687919862241,0.8165967157724004,0.7479704638878548,0.7952088833205461,0.8198299529360213,0.7660146903923954,0.8296646400505033,0.8367527429751963,1,8,Education and Academic Abillites
0.8654298811025878,0.7335490017694491,0.7111622686854744,0.7983466845056386,0.8393378839740102,0.6659201501333725,0.8080027907209589,0.715370049519691,0.8458165415718626,0.8257431114576604,0.6966879856048384,0.7133856144096101,0.9175623657075695,0.7657624534369669,0.7497187493402094,0.7165488358285561,0.7943994372753592,0.7513998382702018,0.7928637826171484,0.7180527364885806,0.769982088109654,1,9,Education and Academic Abillites
0.7637287634234029,0.8136775553205584,0.6851221116882688,0.6820755625888656,0.8052346279864617,0.8375815914335578,0.7008211440918906,0.6201493524144674,0.6439143457292755,0.7294828556752229,0.791386031378068,0.7438867158044805,0.7672948592897483,0.8945687745354726,0.8770357806714579,0.7028441482696304,0.7193545856290776,0.7760511162504558,0.6953172384703667,0.773869369082794,0.9071960344575076,1,10,Education and Academic Abillites
0.8348234513935974,0.878383881632922,0.6674147780917773,0.8719814668196118,0.8657536835473254,0.8782862550377283,0.8108123257869622,0.5881771304357313,0.7993891440736887,0.7905679602642706,0.8171053022599257,0.714601227255611,0.9094002110187742,0.9133102473520469,0.958945579438621,0.6957938795501797,0.7199956957816133,0.7078369356553136,0.8694193844674369,0.9156051738795703,0.9044606180942337,1,11,Education and Academic Abillites
0.800687924522324,0.8485905054660898,0.8716698979710737,0.8379350271676875,0.8025941613295895,0.7332796310036085,0.7536975909418314,0.789435037325906,0.7744226941311078,0.7806307574559681,0.6834729637733007,0.8211926022610021,0.8461021959080266,0.7103248110549533,0.7583751575182338,0.8571342951474384,0.8317466907240609,0.8063492093316605,0.7662363550103288,0.7891863112081758,0.7042612342296757,1,12,Education and Academic Abillites
0.7071222097705172,0.7530644910215267,0.6467763856559623,0.7345872367424495,0.772662061822189,0.7548974798757355,0.7277938879919513,0.8104197124991565,0.7655809790578214,0.7605646256026969,0.7791452123405018,0.6902140438472242,0.8746238284124065,0.9375286411770469,0.929585891249217,0.7596551933674941,0.7076539816112192,0.7141593499715793,0.8778606388584048,0.8529141697015412,0.9279898301956895,1,13,Education and Academic Abillites
0.9386950039008766,0.93126611351059,0.9280420921582885,0.9420320268022704,0.9682029732254234,0.9265298900408717,0.9708515323685346,0.9306908909514165,0.957652481018388,0.9522479085307414,0.955787405927446,0.9181413421290102,0.968941239515471,0.9359077510464456,0.965012032820282,0.9293754518000692,0.9326588982157629,0.9351557038740913,0.9410061455151182,0.9697578090225755,0.9420614992529892,2,1,Education and Academic Abillites
