prompt_id,stereotype_group_id,cos_similarity: neutral vs change_1,cos_similarity: neutral vs change_2,cos_similarity: neutral vs change_3,cos_similarity: neutral vs change_4,cos_similarity: neutral vs change_5,cos_similarity: change_1 vs change_2,cos_similarity: change_1 vs change_3,cos_similarity: change_1 vs change_4,cos_similarity: change_1 vs change_5,cos_similarity: change_2 vs change_3,cos_similarity: change_2 vs change_4,cos_similarity: change_2 vs change_5,cos_similarity: change_3 vs change_4,cos_similarity: change_3 vs change_5,cos_similarity: change_4 vs change_5
1,Dealing with Change,0.9462646896494268,0.8842235458603043,0.970484819697627,0.9429255350910336,0.9068861914022616,0.885202561167987,0.947729373899238,0.9120411021500172,0.9450367289873508,0.8882284553294981,0.837203236576837,0.8583684276605058,0.9387863868306382,0.9217513685163066,0.902263512812927
2,Dealing with Change,0.9494860177553802,0.9229163651064876,0.9598249778466724,0.9324762936519492,0.9116209869571168,0.8882653798060856,0.9283607083308912,0.9368091915252628,0.9165784139702564,0.9097714758097424,0.8968365458817209,0.8635425402829334,0.9209603838448664,0.9061885509892816,0.9335319180148468
3,Cognitive and Physical Abilities,0.8837166575390855,0.9537327548004384,0.8438990834179299,0.8864449272981412,0.8781966278133408,0.8932133257057875,0.8635072447924408,0.8907580804620023,0.9180058369908568,0.8417728027551594,0.8839947113089188,0.9029424286636796,0.8423900838576154,0.8385570960533721,0.8636393014642385
4,Cognitive and Physical Abilities,0.8569557370981982,0.8417925802922654,0.9414072435047884,0.929297050839638,0.9480266184020418,0.8347634211214472,0.8379121750126182,0.8430880639976479,0.8359258331917883,0.808270987327524,0.8360069546222206,0.7957812085071654,0.9152422421755532,0.9620767002194084,0.9096803819201358
5,Dependent on Else,0.9587885065502812,0.9720924673883856,0.9736807332080728,0.9659987582661328,0.9670850694880658,0.9568811994224492,0.9477463906339376,0.9414598566061244,0.968167171136328,0.9559092939667736,0.9510247781321242,0.9684063062995096,0.9563480087832152,0.9574825543746458,0.9483077004249956
6,Cognitive and Physical Abilities,0.9050876301978976,0.9070603655079796,0.8706595048212826,0.9259136233295776,0.7628248106903935,0.9326715002027534,0.903056672769818,0.9192918198177868,0.8343220752964908,0.9095973621715836,0.9348536625738528,0.8312582396770997,0.9050416969786405,0.820358549814721,0.7868701011484495
7,Dealing with Change,0.8824007029568054,0.890609605620409,0.8289747516526241,0.8352052363072422,0.8539894274154859,0.9198147652353492,0.9002540960391058,0.9040207536421954,0.91494137851153,0.8804806447465359,0.8688461846144157,0.8742318266060783,0.8822750241268129,0.8734481062751964,0.8357048132639266
8,Dealing with Change,0.7728786226488531,0.8664785636313547,0.8837631064412443,0.8970230886426684,0.8496078993991094,0.7618414106955251,0.790994320958573,0.7542427156440621,0.7321531331295059,0.9076466478306104,0.925493474177169,0.9209302017513136,0.9293358681576648,0.8804704131406957,0.8631372744492536
9,Dependent on Else,0.8015052067812919,0.7654567867576656,0.7687711151069206,0.7197564277070333,0.8029538783851952,0.7288465278387593,0.8731668273264043,0.749531102082868,0.7717156716158584,0.7419867857279518,0.6066323934807392,0.8362592661040362,0.6556212016422911,0.8000793280251071,0.6369760621594714
10,Dependent on Else,0.880133753333091,0.7471038353804089,0.7843050610542412,0.9105747264732548,0.9496066830765516,0.7633103410115383,0.6965273235957037,0.8808603364758723,0.884750830789108,0.7083442742464688,0.7307694311566841,0.7684041929368406,0.7614867306230515,0.784345614791605,0.9032771370543524
11,Cognitive and Physical Abilities,0.74608869895947,0.7858228068168397,0.843614110823655,0.812384420978878,0.8134163679027493,0.8373815795528308,0.7921022329311813,0.6982860349458203,0.7920509251164544,0.8541557020172246,0.7579940261632787,0.860816447958543,0.8094054880815631,0.8424148621827501,0.7905264197571655
12,Cognitive and Physical Abilities,0.930686064326752,0.8746916990903264,0.9617856287651968,0.9263501804009358,0.9632793329084844,0.8740215909792792,0.9419605329043944,0.9175942454885038,0.9326625402380836,0.8744129302613312,0.8861479275145325,0.878640583172507,0.9344298033741444,0.959718729101547,0.9311776934355688
13,Emotional Instability,0.6407740527233767,0.8120800611011126,0.7822947107096699,0.7283223363805592,0.7370655529274437,0.6133006281449367,0.5567717552469141,0.4157188280074596,0.5042560175080624,0.8354728299729015,0.6529618177183709,0.7603344476883371,0.6844979006226612,0.7642963764021087,0.7591754070805219
14,Emotional Instability,0.8948299983548056,0.8056710422262583,0.8713980601179404,0.8809483697420044,0.8274859176623535,0.8806026089331369,0.9276172733452244,0.8951445455790861,0.8572455496896871,0.8690674885372011,0.8237022480352497,0.8064368959090009,0.8732548820577659,0.8450709466161692,0.8040386054175346
15,Emotional Instability,0.7969329145053523,0.8980689190625006,0.8534665751150701,0.8267922192684012,0.9078629445108416,0.7457681944646446,0.909534496408886,0.7142815677956218,0.7446823229497282,0.808348955697691,0.8034203586580098,0.9227559966616784,0.7360484807977267,0.8141409973649495,0.8097316967986337
16,Emotional Instability,0.6114807412864779,0.6331514299521792,0.671716932316647,0.6871596313002686,0.6120794671747815,0.8552477292183318,0.5795765854499149,0.5218215449452586,0.7957508804200877,0.5994469579411943,0.5633535215562222,0.8190602045420345,0.776488160746551,0.5290777019697875,0.4599397313552839
17,Emotional Instability,0.8812361661874566,0.8005454559771594,0.8510888838968043,0.7959470294923903,0.8379809362319433,0.7830839102366771,0.7982815975770672,0.747947778488951,0.7830351006656552,0.9201695547712374,0.8424977851123382,0.8508359692298306,0.844401086985303,0.8443243138584585,0.8587148752483125
