prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: young vs neutral,cos_similarity: adult vs neutral,cos_similarity: senior vs neutral,cos_similarity: young vs adult,cos_similarity: young vs senior,cos_similarity: adult vs senior
1,1,Dealing with Change,0.7802423302046868,0.8151159348747696,0.7854084771913374,0.7770838367541659,0.7623083625001348,0.8072130161389599
1,2,Dealing with Change,0.6864235011198954,0.8278950727823037,0.8802306653686109,0.6893412983507634,0.6964502965023858,0.790547311815704
1,3,Dealing with Change,0.8127896807566726,0.7400576396966912,0.7041539018900023,0.8123357927502511,0.7248191491857632,0.7755161761848923
1,4,Dealing with Change,0.7301873776650625,0.7454825356493482,0.7944990077906703,0.7329310529447254,0.678414111588699,0.758950870204166
1,5,Dealing with Change,0.7509236920210307,0.9070009551283228,0.7519012496894991,0.812838710940488,0.836889213197639,0.8093975065625959
1,6,Dealing with Change,0.7739787443736359,0.8253920620772425,0.7697514236800735,0.729196430370741,0.6210512270780033,0.8559932182888126
1,7,Dealing with Change,0.8539589261680777,0.9484206290676988,0.81399566889177,0.8709868854892795,0.7533296885081769,0.818937154434461
1,8,Dealing with Change,0.767790988731092,0.916615732162432,0.6656147268963208,0.7889318834604666,0.7333356436817848,0.7080700395267574
1,9,Dealing with Change,0.7503768469122236,0.7784475257951662,0.6746548811631156,0.7622339350371521,0.7001108386873937,0.6816926108617476
1,10,Dealing with Change,0.8140901649669756,0.7359112007329616,0.8359596917823435,0.7678591740023516,0.7927538766177937,0.7571581224196009
2,1,Dealing with Change,0.7388813011888383,0.7958136438956417,0.5555128589966505,0.7322532320225875,0.503463450530329,0.545196405751955
2,2,Dealing with Change,0.6981864320943616,0.8238179345510148,0.631165904131769,0.748448476257811,0.5712971321684465,0.8044192466153228
2,3,Dealing with Change,0.9045737343283669,0.8706113534259652,0.5984388716410334,0.8346491942148873,0.5352743749456041,0.7221443365060857
2,4,Dealing with Change,0.8971250547760339,0.7594436188707259,0.4930233558994551,0.8421282521542874,0.5495639084823787,0.7263782113450845
2,5,Dealing with Change,0.7526234372707422,0.6940359660127806,0.6248020389232094,0.6681493290750702,0.5354403380003245,0.6118801459447192
2,6,Dealing with Change,0.8438471527002582,0.7224643065161627,0.6794381545243371,0.6258961710552544,0.6309645390217151,0.7444858633191493
2,7,Dealing with Change,0.8326950625501935,0.7696417978336016,0.6104051130360264,0.8310118234614983,0.6006401374727532,0.5670118167560324
2,8,Dealing with Change,0.6790602688552334,0.7725109249374276,0.7125543462733285,0.7905304149832193,0.687037942986088,0.785441785077929
2,9,Dealing with Change,0.8578106013369995,0.6871321369343331,0.5957885018868027,0.6909446001299522,0.5816658423730683,0.4558773685004844
2,10,Dealing with Change,0.7610374361195503,0.8595679136171426,0.7271822145769098,0.8349712748061859,0.7312896104235871,0.8159998916798267
3,1,Cognitive and Physical Abilities,0.8371981567379876,0.6794410489932594,0.8708451100488162,0.7442098651384137,0.907777787797009,0.7929435236202675
3,2,Cognitive and Physical Abilities,0.8647103010203301,0.8543861739727945,0.8002728695732108,0.7663916436861028,0.7298800750302983,0.8031114773424277
3,3,Cognitive and Physical Abilities,0.946589944089991,0.8566827886895507,0.921526599566225,0.8328528756697916,0.8839432103617395,0.8524563287037241
3,4,Cognitive and Physical Abilities,0.9080974671709048,0.8538802624389589,0.8939270350466741,0.8840160519122582,0.8713797877295448,0.8626356383768669
3,5,Cognitive and Physical Abilities,0.8187549314227813,0.8410192381156526,0.8046518317012743,0.7086632795615383,0.6703466202176657,0.8914093402702494
3,6,Cognitive and Physical Abilities,0.8215061906923126,0.8411341806149486,0.856842218373112,0.9344648437698518,0.8702158823595589,0.8853255072538829
3,7,Cognitive and Physical Abilities,0.7667937451927823,0.760733831728204,0.7398204187135836,0.7494112801108003,0.6709183363592603,0.7938332842874323
3,8,Cognitive and Physical Abilities,0.867316677073553,0.8417940704112546,0.8259974958852974,0.939986773941291,0.9128825163745466,0.928132684215974
3,9,Cognitive and Physical Abilities,0.6699112949258323,0.8372995699491704,0.8285044990522812,0.805503874287402,0.729453554488894,0.893558978669615
3,10,Cognitive and Physical Abilities,0.7732319000696121,0.9307829083732252,0.8010244115894158,0.7807315116724509,0.8483740769915349,0.769113657398316
4,1,Cognitive and Physical Abilities,0.7009812473849216,0.6773660472511309,0.6917231013574353,0.760952902827534,0.6838494435464206,0.6737338276955938
4,2,Cognitive and Physical Abilities,0.7000942916234824,0.8070412098195732,0.7404628318643449,0.6569046342376013,0.716710904220832,0.7547385758066658
4,3,Cognitive and Physical Abilities,0.7903554219493251,0.6493996893927183,0.6501541283858037,0.6965771697218575,0.6294224663750883,0.4665328790702726
4,4,Cognitive and Physical Abilities,0.7168613473905958,0.7198782433261887,0.6982310270242037,0.7835993129238841,0.686129354255409,0.740174967821862
4,5,Cognitive and Physical Abilities,0.7504969999409209,0.8246021386947069,0.087906850902592,0.7014587141853534,0.1021183621265629,0.1320566644697261
4,6,Cognitive and Physical Abilities,0.877192574077895,0.8720451785239893,0.598677303805324,0.8934138412085149,0.5917413054307106,0.5858522541013527
4,7,Cognitive and Physical Abilities,0.7379695973644527,0.835638772970821,0.6474520201527781,0.7186639239407012,0.5782953575562667,0.5857616417653817
4,8,Cognitive and Physical Abilities,0.9059144237291608,0.8149275384923395,0.6553605316255384,0.8023154441609516,0.6401140794593725,0.7164505891640834
4,9,Cognitive and Physical Abilities,0.6932928079978357,0.7051527519996437,0.6753933627374666,0.5720066440111418,0.605361823219517,0.575287294626257
4,10,Cognitive and Physical Abilities,0.8165075902280392,0.7305508821675502,0.6772918510748556,0.6812553609899461,0.5874518930355914,0.6837852777858946
5,1,Dependent on Else,0.6462672056438209,0.8229117520328733,0.6811635890806501,0.6842365159246817,0.602070597832844,0.7694773736483698
5,2,Dependent on Else,0.7356976545286695,0.7587434230707815,0.7083184650234196,0.8602962050063616,0.7222724671154024,0.7416575773203233
5,3,Dependent on Else,0.90406736597155,0.8731195692034099,0.6550393952355865,0.8322888060078077,0.5958644554288925,0.7712372317549105
5,4,Dependent on Else,0.8136959116341713,0.7972269749772078,0.7080918142039471,0.8642834933658485,0.6540408393646013,0.7349965841833224
5,5,Dependent on Else,0.9351641910488746,0.8184951919187698,0.6523565861245663,0.8387752102171532,0.6492794815602707,0.660017057450649
5,6,Dependent on Else,0.882148157244259,0.7764814356739402,0.9116721774491864,0.7949625987820184,0.8319597114613089,0.7521925379178367
5,7,Dependent on Else,0.8071267898859692,0.9039766710427296,0.7499513043170042,0.7589440022531562,0.6877439682913682,0.7952009388004448
5,8,Dependent on Else,0.7721413279095299,0.8863827905304361,0.6155894267855887,0.744185873140107,0.6952467064905925,0.6108954719839977
5,9,Dependent on Else,0.8636368807847159,0.8235879126207772,0.746205289320808,0.942926646646763,0.6981408395228278,0.6939782914972259
5,10,Dependent on Else,0.8061314494994121,0.7720758586303955,0.6474362780163848,0.9216431281612758,0.722515777048232,0.7758947022494513
6,1,Cognitive and Physical Abilities,0.7900082416233989,0.8399372839579464,0.7750565639709472,0.7701857168573305,0.6518090828106007,0.6582239404915289
6,2,Cognitive and Physical Abilities,0.7814086533896965,0.9151106141489528,0.69853005185078,0.7557074038208982,0.6919573997206443,0.7467107812656998
6,3,Cognitive and Physical Abilities,0.8467086962277806,0.9030226805850028,0.7701283595349209,0.8867503479995,0.8527065762167403,0.8591803727369186
6,4,Cognitive and Physical Abilities,0.9338950836381784,0.8971273218885849,0.8297572944169987,0.9056969583500544,0.8356505459788741,0.8712640311610078
6,5,Cognitive and Physical Abilities,0.9196981290842768,0.924707424933,0.7225024884090832,0.9078368040452371,0.7657696981540598,0.7910132622344413
