cos_similarity: young vs adult,cos_similarity: young vs senior,cos_similarity: young vs neutral,cos_similarity: adult vs senior,cos_similarity: adult vs neutral,cos_similarity: senior vs neutral,prompt_id,pronoun_sequence_id
0.8614039392019935,0.8582606321748789,0.9603785552409068,0.7863291576095445,0.875537557058518,0.8409294885499509,1,1
0.8349226212033813,0.8054077720170647,0.8204366522358353,0.9222433158046591,0.9140886114941439,0.9134314485555333,1,2
0.9086446339969227,0.8871595653960941,0.896642944628408,0.9015276266272017,0.9185942913111833,0.8673454371724096,1,3
0.8977334761202131,0.8528760810895132,0.6178065006499103,0.8664274069444446,0.6821738405352131,0.5743266149204221,1,4
0.847304309081996,0.8418956580007869,0.8851047221871189,0.8851291739178105,0.8970776383875525,0.852474344217438,1,5
0.6779610740671935,0.6573990178470308,0.8906642767132603,0.8303039111216801,0.6182973068848678,0.5794358911826355,1,6
0.8926791310576949,0.8182760794063695,0.8250298780830019,0.8576116541467023,0.868319676971978,0.8813297675448387,1,7
0.8859418490560916,0.8421333651911347,0.8582362920034752,0.8963148236909974,0.8899462257106145,0.9180021183826251,1,8
0.7368064918071082,0.7726098362626979,0.8766354968974139,0.8252480092654396,0.7342684838678497,0.728795880988091,1,9
0.9135402979343425,0.8993131456658741,0.8998532999371329,0.8902019446575289,0.9439249404108565,0.8723781068219616,1,10
0.7867538201121875,0.6801502090792501,0.753520911756469,0.6700494131090792,0.7373271252269047,0.7701137037769719,2,1
0.7965437003602966,0.7049175214270234,0.7784016067015644,0.8965461379986488,0.9349728028748372,0.882829584126549,2,2
0.9365963839081354,0.7875613600169812,0.8272932027108111,0.8262131193838691,0.8042908842318122,0.6880144790152679,2,3
0.9409516021786308,0.7952055841506864,0.9793155822893522,0.8653736087220014,0.9412769009834444,0.798868118727549,2,4
0.6899448012981422,0.5831954618485442,0.7768192216572847,0.5832899831057938,0.7386785267196574,0.6981830210073114,2,5
0.7243166664983409,0.6698646796291381,0.869655659863144,0.7234593238578493,0.7477063953180163,0.7230853027003515,2,6
0.8013887798328727,0.693365713493965,0.7159858050138908,0.7820291146541669,0.8105017420626589,0.837802785147835,2,7
0.8834608375886451,0.7711193633773634,0.7236371256138909,0.8486891734041973,0.7646541310304609,0.8319944963542972,2,8
0.5746586812801514,0.7846021248735138,0.8077624385469798,0.5930924570226834,0.6108498040147561,0.8757580300158365,2,9
0.8439330462089845,0.8227955492117776,0.8595173099120852,0.8813670256476838,0.9417338057034106,0.8500498997865766,2,10
0.7788643366980871,0.7865161348920942,0.7853741979024234,0.8867396774613268,0.8721028600346439,0.9336188212407228,3,1
0.8898782061865371,0.8971673024340853,0.945804678399641,0.9216106284853627,0.9371870146247003,0.9160056956228397,3,2
0.9715481534757078,0.9446261752715006,0.9755539308738519,0.9410788810798097,0.976468919598341,0.9461987031138814,3,3
0.9279879634670049,0.9181593289528063,0.9445527337341055,0.9394778166041272,0.9690889937600143,0.9266699119996006,3,4
0.8833764480795461,0.8683623206329281,0.9032590770913149,0.9280095887236628,0.9764789438786727,0.9468227826569688,3,5
0.9020812578459106,0.8603820622127166,0.918429829992675,0.9242676588932283,0.9590429737031287,0.9351051928974048,3,6
0.9377181421696836,0.8846267623225151,0.9307162571031828,0.9041955793477132,0.9668776221475603,0.897907479839629,3,7
0.9723943985767167,0.9303735710171754,0.9763015241562617,0.9212458077423281,0.9728307349360861,0.9323973278212621,3,8
0.8627849590307068,0.840625409718404,0.851473218754037,0.9333655171802839,0.9556351760584766,0.9255981439417071,3,9
0.930891058474479,0.863354318866371,0.962284947128474,0.8478009660382642,0.9452602810359481,0.8802314089961192,3,10
0.7749383058987238,0.7600403991529723,0.8626166186652174,0.7112901114645684,0.7990925757438717,0.8349101132116762,4,1
0.708786508676855,0.6054088597375162,0.7168003869706994,0.7963044581505344,0.8359357490656372,0.8083227279465112,4,2
0.8687407848155388,0.810219101205695,0.9212940176934028,0.8262045647774079,0.892678408255158,0.7987679441764005,4,3
0.808865340217402,0.7371468287685878,0.8322869422774806,0.7672702421462961,0.7809263656080492,0.6495936637806605,4,4
0.8026236223753782,0.7212814427489089,0.8075793732630842,0.8168527252263162,0.9154759868949852,0.7908197324667854,4,5
0.694412791198884,0.7095337015717219,0.8394798688123735,0.663323298017364,0.7280491242961189,0.7370330884009697,4,6
0.7616934519417141,0.6892406648656584,0.7559120040267402,0.8375434080310602,0.9557898024477636,0.8354803148070428,4,7
0.8975622595564929,0.789996218138741,0.8966128016115982,0.8180151061411256,0.8917638855643474,0.8114133619750881,4,8
0.6527857887175117,0.6748590260636501,0.8058748838200465,0.588154775370814,0.7178286613526752,0.7644908591529627,4,9
0.8494020095510455,0.795412658693595,0.8822237166128624,0.8339447230646378,0.8213745412532341,0.8084811502125069,4,10
0.8607006325408065,0.6920378129961527,0.8592084688513628,0.7580420541521489,0.9304186523076652,0.7589249497670201,5,1
0.8737494567719267,0.7710567390559744,0.9003609770189624,0.8386623510197937,0.9301684690956102,0.8349325887101062,5,2
0.9090874580241488,0.8085749310979782,0.9618572080600306,0.841389937588864,0.9399680464779532,0.8337544226096041,5,3
0.9047630557677337,0.8412091959105384,0.9637648740959142,0.8293986593526915,0.9037533425628288,0.8407348802465906,5,4
0.810909999657969,0.818758478799069,0.8666638523355333,0.7550740355005077,0.7560625194115355,0.8966323370159508,5,5
0.809511076237404,0.7869225929469262,0.8444306133342887,0.7132228796328622,0.7509871097084326,0.8512639031232956,5,6
0.8747320423446949,0.7497878416782758,0.8641503966052382,0.8641452155273837,0.9548479671934702,0.8431063341426016,5,7
0.9546537489231159,0.8264868618755848,0.9531599075603738,0.8388037509510948,0.968014733763355,0.8408493770205192,5,8
0.9007610990216512,0.7882708486820853,0.9061080223459674,0.8020387484252687,0.9263353032509881,0.8262600381803139,5,9
0.9232741346539541,0.8328818209090572,0.9107920899986183,0.8847245765329499,0.9326839500077851,0.8412783163099126,5,10
0.7916858887375129,0.5977895989805908,0.8970868004025571,0.589644473357583,0.7417575776472167,0.6122369959600156,6,1
0.7061570008389788,0.7585502279788832,0.6682073468828827,0.8339095352258457,0.8089441123105235,0.6971339697799368,6,2
0.6039850480380711,0.6372986388887603,0.6075810374646563,0.7814938988417777,0.8871821069013591,0.6929276037508546,6,3
0.8819890379318391,0.606518578806883,0.6409112026734716,0.6085159744836233,0.6807300460661833,0.7358584796009502,6,4
0.7706043871126591,0.7689964017553411,0.8727810739466917,0.7260473427163001,0.7747183110403466,0.7262866435051674,6,5
0.520244606578586,0.662691365259876,0.8840024765793973,0.4412906404265162,0.5989511363299316,0.7016435654252414,6,6
0.7026752446348309,0.7042072839828454,0.634418427896086,0.7072028488375102,0.8042081592191022,0.6233622707937614,6,7
0.774163946130362,0.7118576355943169,0.6896430751647062,0.706165387012908,0.9367252023322513,0.653499199967523,6,8
