prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: young vs neutral,cos_similarity: adult vs neutral,cos_similarity: senior vs neutral,cos_similarity: young vs adult,cos_similarity: young vs senior,cos_similarity: adult vs senior
1,1,Dealing with Change,0.7789825043644778,0.8122939301605645,0.7277555252874752,0.8089171481999091,0.7505390696955037,0.7301959578694102
1,2,Dealing with Change,0.7813557747057607,0.7684065258056951,0.8031624354369655,0.8427733203765713,0.8045910797431781,0.8503827939318953
1,3,Dealing with Change,0.7768521652427387,0.7500055467111586,0.6727270778223,0.8851007157215075,0.7593026334296201,0.7743671750436174
1,4,Dealing with Change,0.79878777410138,0.767328404053206,0.6966306026576031,0.7672451329789491,0.6729515976368068,0.8419970866747533
1,5,Dealing with Change,0.8750510800372934,0.7424247588099373,0.6717743294340583,0.7772494348771646,0.7026328190602775,0.7869889443443916
1,6,Dealing with Change,0.8889096131206986,0.8173552746862188,0.7249998562324641,0.7479097244032795,0.7153129778416838,0.77808842100945
1,7,Dealing with Change,0.7588798620578379,0.7297797922094043,0.7800014359165235,0.7848600991538495,0.8520608546532444,0.8149799092991137
1,8,Dealing with Change,0.7693514430134996,0.7718867708587303,0.8144909418485671,0.8463638374314404,0.8501898831581369,0.8479903488846592
1,9,Dealing with Change,0.8121055986408265,0.7415983940578056,0.7539567312257517,0.775713865761755,0.7434124274185442,0.8425220004141907
1,10,Dealing with Change,0.7138848425656401,0.7841219181457811,0.7662103324393388,0.9163467384772148,0.8527661947582563,0.9067656929263872
2,1,Dealing with Change,0.8719952884987991,0.887027382995936,0.7509356644342646,0.8369876223387933,0.7292900842086458,0.7429086854822435
2,2,Dealing with Change,0.7829273411525468,0.9174345747634144,0.8605269281799254,0.8066147055296163,0.7798748206265506,0.9176258149258788
2,3,Dealing with Change,0.9062566941458704,0.8761730671723383,0.730541730352257,0.9156962106908102,0.7613556078823436,0.7677303167689647
2,4,Dealing with Change,0.957243274061147,0.9345585011145868,0.7789820289044951,0.9364508870297774,0.7563580241617417,0.8072286771283319
2,5,Dealing with Change,0.8728923799153807,0.6521506975429381,0.6717610911627381,0.6714712052508909,0.6495827752498621,0.6898163298889242
2,6,Dealing with Change,0.8529238983507135,0.7678108770606225,0.6951434155515943,0.7396808277280414,0.6693662689279454,0.7572749058099001
2,7,Dealing with Change,0.7992417224791932,0.831934191696043,0.7666114912241391,0.900494874455061,0.8018523382226661,0.8137342126258482
2,8,Dealing with Change,0.8745095568901213,0.7330499549370357,0.8078007685921885,0.8184229872310793,0.8425088164409411,0.8036591857555222
2,9,Dealing with Change,0.878296604664363,0.8058305886328976,0.7986072146998849,0.7111474760391281,0.7829958412050595,0.7125967280460973
2,10,Dealing with Change,0.8294740445918891,0.9455341180824736,0.821679502644505,0.8476701580799685,0.7875219769574262,0.8518998661589219
3,1,Cognitive and Physical Abilities,0.7397231311628238,0.7924866511980329,0.898389859090297,0.7535869183824118,0.7643023259344403,0.806666956300394
3,2,Cognitive and Physical Abilities,0.7604774328092189,0.8595605190840427,0.8041794824834845,0.8842708910529531,0.8271515836374155,0.8484013278478999
3,3,Cognitive and Physical Abilities,0.81217430348559,0.8536596221245216,0.7826040045932661,0.772181635584525,0.9435605406015056,0.7499456775361698
3,4,Cognitive and Physical Abilities,0.7911671237799558,0.8109316681052778,0.8357211239949094,0.9396449912409044,0.9056512918517732,0.885470073865675
3,5,Cognitive and Physical Abilities,0.8447144307095753,0.8837588073918572,0.8325236827064098,0.7656568842463981,0.7514396365913214,0.8721107858020286
3,6,Cognitive and Physical Abilities,0.7851354571811384,0.9102674276023482,0.7519179804963435,0.7654942242489995,0.6909845429175427,0.721132581258414
3,7,Cognitive and Physical Abilities,0.7244966865120919,0.7053205068944259,0.678732170225569,0.8048413226121229,0.7477142941425042,0.884477240975431
3,8,Cognitive and Physical Abilities,0.8970409661362708,0.8602747196121026,0.8639814334626649,0.8603138231897243,0.8998334049938472,0.8760817768009767
3,9,Cognitive and Physical Abilities,0.8062796721479504,0.8493907889445689,0.7832955713530032,0.7594671977052218,0.6965314048391502,0.8924183752277761
3,10,Cognitive and Physical Abilities,0.811445177744244,0.8995844032199484,0.8355940334906975,0.8465884811107933,0.8015655654264344,0.8303633474403775
4,1,Cognitive and Physical Abilities,0.6987650083626985,0.7616024160574586,0.6947130572032874,0.7418790085030146,0.7183236021295605,0.6880711318121164
4,2,Cognitive and Physical Abilities,0.7221937336665762,0.7129097472162154,0.7392923448763603,0.715863133224273,0.7635880851750103,0.7335886403617919
4,3,Cognitive and Physical Abilities,0.8604246893462366,0.8734033801573167,0.6096931432802128,0.8879144431902135,0.5990325638449552,0.6671134584267766
4,4,Cognitive and Physical Abilities,0.8267992597669734,0.7724055461316672,0.6026315465961604,0.8297091611155136,0.6752811691695497,0.7516370232949127
4,5,Cognitive and Physical Abilities,0.663224057775744,0.6069054263570475,0.4451999543401616,0.6325646984268842,0.5095795937907226,0.5348220105880637
4,6,Cognitive and Physical Abilities,0.7862223253983817,0.5329859488557043,0.5522614152945231,0.5530514835373082,0.6193243456020509,0.6683738326262512
4,7,Cognitive and Physical Abilities,0.6926804838676522,0.8501890501184988,0.674960648381931,0.7476313035919205,0.7384673990894857,0.733540341658725
4,8,Cognitive and Physical Abilities,0.8006925610072483,0.836778557695,0.617770846460022,0.8609937870005417,0.5864783863601276,0.6249683664819643
4,9,Cognitive and Physical Abilities,0.7183292809972068,0.604736936091709,0.6485212452566751,0.5899166682237327,0.6208640226629116,0.5502645973435608
4,10,Cognitive and Physical Abilities,0.7748902951299736,0.6638530322939352,0.6352281903091409,0.819980313617475,0.7656941409427356,0.7877664671917922
5,1,Dependent on Else,0.7325781810495882,0.7053943148929585,0.7242288613879581,0.6779315898848484,0.6446327135553,0.6696842142962043
5,2,Dependent on Else,0.7088975708776903,0.8406108806644611,0.7819388392664108,0.7553062165808828,0.6953450402441481,0.900746731846554
5,3,Dependent on Else,0.8623141000125056,0.8748213614933755,0.7746143760873017,0.7925419609193493,0.7432355699640898,0.777735028434853
5,4,Dependent on Else,0.7988654502613439,0.8794140722571869,0.8355809137251433,0.8656665014682816,0.868976090320194,0.9233465564572224
5,5,Dependent on Else,0.702632391557682,0.7884925225603575,0.7005553070509974,0.7300098017910982,0.6184480548036502,0.7025009143428991
5,6,Dependent on Else,0.8840809975541433,0.8014381802070406,0.8605904615231905,0.7656660073981307,0.8578475301135511,0.7822390419887575
5,7,Dependent on Else,0.7585295088671511,0.91046874298488,0.7325517265400594,0.7882386597159818,0.6235333459718002,0.720883800944998
5,8,Dependent on Else,0.7899534144765985,0.8358110654431814,0.7474754611092435,0.8885514137358003,0.7107428167733417,0.7920930493127355
5,9,Dependent on Else,0.8263441162465339,0.8710072734638898,0.7900908970255283,0.8795078777041433,0.7841833356827452,0.8289446834402154
5,10,Dependent on Else,0.9179060764905664,0.8492185336495193,0.7605271452639522,0.8560078532769714,0.7798287925977083,0.7881832033398789
6,1,Cognitive and Physical Abilities,0.7927610540479819,0.8809949518155693,0.5351616228610552,0.7133145261944682,0.5651535091533132,0.4437585766037794
6,2,Cognitive and Physical Abilities,0.6284159188702501,0.5975051844881372,0.6846970649585016,0.7530604692659759,0.7629198140253078,0.7799898982687482
6,3,Cognitive and Physical Abilities,0.8715867759102679,0.8630060588390476,0.6607122814684292,0.8901703927464029,0.7467902544552303,0.7892728024002
6,4,Cognitive and Physical Abilities,0.8060821711097856,0.7104339312134256,0.7283976399168536,0.8044290294084382,0.7788232001770725,0.7709675634680604
6,5,Cognitive and Physical Abilities,0.7941150765916707,0.7161814904420438,0.5880416263915185,0.6938541793026003,0.5790372539897204,0.5271702278076563
6,6,Cognitive and Physical Abilities,0.8770949552791649,0.8201608819601346,0.6801189933862721,0.7471660407549997,0.6286035319141832,0.6711368303168339
6,7,Cognitive and Physical Abilities,0.709993330424559,0.7021593334386931,0.6156213776919621,0.8652716032934145,0.7904421527429668,0.7915116431802612
6,8,Cognitive and Physical Abilities,0.535713845722803,0.7140739235863036,0.7670079827256635,0.7809888456969615,0.7156288546701438,0.8373784443908814
6,9,Cognitive and Physical Abilities,0.787650153276304,0.660999706522012,0.5720570428766866,0.6359288925543172,0.7619713096224923,0.4664469898486767
6,10,Cognitive and Physical Abilities,0.8183377318751375,0.6123642320316173,0.8263238461246328,0.8272647536046035,0.890898318556109,0.7365922875137741
7,1,Dealing with Change,0.7994388891473458,0.7394427176902265,0.7710981054354211,0.8177526087947442,0.7450962631243454,0.7248317186442214
7,2,Dealing with Change,0.6632612537796277,0.8500144239646665,0.7765007819579737,0.7812833398868599,0.7707408662985806,0.8981080870096902
7,3,Dealing with Change,0.907071570935566,0.964169990293222,0.8129405135604412,0.9119013690655744,0.7950913930879586,0.8309298510165359
7,4,Dealing with Change,0.7933221551498976,0.9503854248670468,0.8367665256038851,0.790382308354044,0.8660800203526393,0.8703734793659894
7,5,Dealing with Change,0.8937062688873878,0.8023925842754945,0.7960054390542796,0.8910628270143268,0.8222458307584377,0.7573220242658216
7,6,Dealing with Change,0.8519127731569662,0.9653622645248284,0.7875568599616729,0.8706068865802703,0.72767032344207,0.8000946225874599
7,7,Dealing with Change,0.7259964061426187,0.8288981181518928,0.7789882448257748,0.8098808211487747,0.8335466687307226,0.9060804676666314
7,8,Dealing with Change,0.8846850204100494,0.8666151066014532,0.7913601475570298,0.8872507453253508,0.7640984613174446,0.8829352444820684
7,9,Dealing with Change,0.779529572395512,0.8768914819977347,0.7785745848546635,0.7687033257592197,0.7318353588438942,0.8575420398705591
7,10,Dealing with Change,0.8838430411011868,0.8881047833109987,0.7730292280249311,0.8595469496458248,0.7317980783978397,0.8424591050176802
8,1,Dealing with Change,0.8060127385366387,0.8652809726909448,0.9111751368399243,0.7703565130959935,0.7887671790873438,0.810153867437321
8,2,Dealing with Change,0.7860588599684044,0.9021481497722488,0.8265493448436732,0.8219892922281786,0.811383740736153,0.8374398692899265
8,3,Dealing with Change,0.8999424848892743,0.7909444089196449,0.9187067805503192,0.7485720450247348,0.9383446648194944,0.7736616155305025
8,4,Dealing with Change,0.9153403132982578,0.7646452965782919,0.8734501217759512,0.7740391565597247,0.8718718385496135,0.8703587141417967
8,5,Dealing with Change,0.8781331981787184,0.8035271885782804,0.7390801259441799,0.829480442642989,0.7094504394327787,0.7701710914926381
