prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: male vs female,cos_similarity: male vs neutral,cos_similarity: female vs neutral
1,1,"Career, Education, and Finance",0.8171896149223572,0.8243702967884682,0.8363680462510497
1,2,"Career, Education, and Finance",0.8951999388203291,0.8179422793503847,0.8359946001162004
1,3,"Career, Education, and Finance",0.9145570808140716,0.8843851627496551,0.8704217497427873
1,4,"Career, Education, and Finance",0.8412630611446512,0.864857450311189,0.8605876815308635
1,5,"Career, Education, and Finance",0.8446061295739701,0.9218858131993092,0.8896038312400161
1,6,"Career, Education, and Finance",0.791999320609439,0.6604889613429197,0.756905189058717
1,7,"Career, Education, and Finance",0.8129119277514073,0.7627128216602204,0.8574965319665715
1,8,"Career, Education, and Finance",0.6498232375793245,0.7480169131102075,0.735790123001888
1,9,"Career, Education, and Finance",0.69998726776655,0.8715607497633235,0.6912383698950215
1,10,"Career, Education, and Finance",0.7510384088457338,0.792085312324424,0.7373065457270765
1,11,"Career, Education, and Finance",0.8837008937140391,0.7590225244771728,0.7109463581185611
1,12,"Career, Education, and Finance",0.8846106106967376,0.890435322807851,0.930968498725377
1,13,"Career, Education, and Finance",0.9141768603163252,0.7103520286094089,0.7377343783747708
1,14,"Career, Education, and Finance",0.7468474003800062,0.8122644038973534,0.756961336823204
1,15,"Career, Education, and Finance",0.8816648707852092,0.770945188638076,0.7392626799769216
1,16,"Career, Education, and Finance",0.6871093194747074,0.7494508389288437,0.8330795061441933
1,17,"Career, Education, and Finance",0.8376579248943622,0.861688918470956,0.8599914559573281
1,18,"Career, Education, and Finance",0.8122948202876699,0.9240513114447282,0.8858176823689247
1,19,"Career, Education, and Finance",0.8380990181477717,0.7414565462695335,0.8184971092267715
1,20,"Career, Education, and Finance",0.8424605276243735,0.8149548080159864,0.7286089824157624
1,21,"Career, Education, and Finance",0.7007146209451987,0.644347025545497,0.8136848202331171
1,22,"Career, Education, and Finance",0.8651114295237758,0.712515268057585,0.606950882958554
1,23,"Career, Education, and Finance",0.6424763139204643,0.7732775019496989,0.6805896461009808
1,24,"Career, Education, and Finance",0.7274710003459108,0.668693441291734,0.8418356529361838
1,25,"Career, Education, and Finance",0.9508393826598328,0.7908252367484635,0.8267169600186461
1,26,"Career, Education, and Finance",0.891408569695747,0.9273765206986192,0.8844477267296917
1,27,"Career, Education, and Finance",0.908488868213848,0.9520562247588338,0.9003065599373312
1,28,"Career, Education, and Finance",0.6566781394516574,0.7486095809866504,0.8322050521716953
1,29,"Career, Education, and Finance",0.7477715448681377,0.632643791835533,0.7383439475127761
1,30,"Career, Education, and Finance",0.868743331374776,0.8967373117691224,0.9153347040013952
1,31,"Career, Education, and Finance",0.8053143754180603,0.8645073009073125,0.8609749074172335
1,32,"Career, Education, and Finance",0.8846907605554972,0.8405553345820114,0.8324969954665635
1,33,"Career, Education, and Finance",0.9002429876301605,0.8437199766046215,0.8168399281413365
1,34,"Career, Education, and Finance",0.8588393156826233,0.7331933651559555,0.7608876835752247
2,1,"Career, Education, and Finance",0.8691708278191752,0.8584849941679398,0.796287624098434
2,2,"Career, Education, and Finance",0.8853718460753199,0.8436578824224354,0.8698140807572192
2,3,"Career, Education, and Finance",0.8848397783725742,0.8827783187164944,0.9127017010011648
2,4,"Career, Education, and Finance",0.8808109477661763,0.8824573274700954,0.8415647885566281
2,5,"Career, Education, and Finance",0.8881560157913273,0.8896839151885029,0.8441941406855906
2,6,"Career, Education, and Finance",0.927144333012834,0.9052089110499484,0.8740538655403639
2,7,"Career, Education, and Finance",0.9608764890252992,0.9089417775457338,0.903309190624761
2,8,"Career, Education, and Finance",0.91896151878211,0.8332353636021543,0.8865759689406527
2,9,"Career, Education, and Finance",0.8601222211278865,0.848951253361097,0.7548109014436725
2,10,"Career, Education, and Finance",0.904343695477448,0.926716631027103,0.8786876475801282
2,11,"Career, Education, and Finance",0.8575613171440876,0.8965230069546025,0.8658629783551577
2,12,"Career, Education, and Finance",0.852909464601534,0.9602241344616028,0.8228752277215801
2,13,"Career, Education, and Finance",0.9782678055482216,0.8580424545229557,0.8522204947524048
2,14,"Career, Education, and Finance",0.9397438749317129,0.9452975973335174,0.9471188056093643
2,15,"Career, Education, and Finance",0.7963314526802152,0.800637241096162,0.7789746681967931
2,16,"Career, Education, and Finance",0.8217225803217303,0.8667633258949963,0.8663516639737795
2,17,"Career, Education, and Finance",0.8403461679346449,0.7569465184104192,0.8595881175029383
2,18,"Career, Education, and Finance",0.9084055463996156,0.9495176315082589,0.9017657561387892
2,19,"Career, Education, and Finance",0.853028322840193,0.8619464037815006,0.8306052208508549
2,20,"Career, Education, and Finance",0.8351378778386137,0.7280327221484875,0.810757258161995
2,21,"Career, Education, and Finance",0.7448767694660366,0.7309806464167943,0.9498824049508808
2,22,"Career, Education, and Finance",0.8104625999597106,0.7715006270064066,0.9233238642059742
2,23,"Career, Education, and Finance",0.930928174999113,0.8616916909575372,0.8390872690407992
2,24,"Career, Education, and Finance",0.8349369717164953,0.9033469014435508,0.8679028923863102
2,25,"Career, Education, and Finance",0.9477022827569356,0.9324035149186336,0.9258042578843886
2,26,"Career, Education, and Finance",0.8383724702708117,0.7725073161484591,0.8240484134552792
2,27,"Career, Education, and Finance",0.8465488877059113,0.8263933846416973,0.8586658429578874
2,28,"Career, Education, and Finance",0.8893059149239287,0.8625763374560146,0.8137360037924071
2,29,"Career, Education, and Finance",0.8995884290003685,0.8879767672306063,0.8413080662918755
2,30,"Career, Education, and Finance",0.8848265991369879,0.8221142376935912,0.8484993538251915
2,31,"Career, Education, and Finance",0.9373458911540584,0.9452839827553278,0.8953989098579466
2,32,"Career, Education, and Finance",0.8429813955211948,0.8884544719542555,0.8623538452616195
2,33,"Career, Education, and Finance",0.851802236302337,0.7830846986308544,0.8281100407615956
2,34,"Career, Education, and Finance",0.8603642458538325,0.8457457930560792,0.9075087837863324
3,1,"Entertainment, Leisure, and Preferences",0.6563065264101265,0.6898785720857682,0.817987114218045
3,2,"Entertainment, Leisure, and Preferences",0.6481068586574326,0.8971178934194438,0.623025071366551
3,3,"Entertainment, Leisure, and Preferences",0.5805077031524791,0.95640308843084,0.5681031974519128
3,4,"Entertainment, Leisure, and Preferences",0.6497927645799602,0.6981407187683959,0.6026100586726943
3,5,"Entertainment, Leisure, and Preferences",0.7040687393508978,0.8271689125157105,0.6614109238829899
3,6,"Entertainment, Leisure, and Preferences",0.5123903704342958,0.4790994030017135,0.7009656444999921
3,7,"Entertainment, Leisure, and Preferences",0.7130534389696697,0.7762864912395518,0.7037393615044327
3,8,"Entertainment, Leisure, and Preferences",0.7874655003306535,0.7694176329771432,0.7428313722924843
3,9,"Entertainment, Leisure, and Preferences",0.7723151769743573,0.5186221776869643,0.5547087798563088
3,10,"Entertainment, Leisure, and Preferences",0.6290081972327517,0.7904360141239315,0.7364012365606732
3,11,"Entertainment, Leisure, and Preferences",0.9390051426239694,0.6035778891954036,0.591739490684797
3,12,"Entertainment, Leisure, and Preferences",0.7027319109935722,0.8773473765173428,0.7298918540921
3,13,"Entertainment, Leisure, and Preferences",0.8860879256502152,0.8798574104857295,0.8618634151965898
3,14,"Entertainment, Leisure, and Preferences",0.6437310703156449,0.5773994404810366,0.8269741541074659
3,15,"Entertainment, Leisure, and Preferences",0.7000650729481507,0.6148922321360073,0.7770971480621005
3,16,"Entertainment, Leisure, and Preferences",0.9045775455427056,0.9075997923232804,0.8622879118325218
3,17,"Entertainment, Leisure, and Preferences",0.64634748403267,0.6762908772146158,0.8479928370235235
3,18,"Entertainment, Leisure, and Preferences",0.9390630572280408,0.7698427868010472,0.7839718699442998
3,19,"Entertainment, Leisure, and Preferences",0.5673316709559008,0.5914640253268602,0.8563909777097468
3,20,"Entertainment, Leisure, and Preferences",0.6972732936873192,0.6797670894915522,0.7844312814933975
3,21,"Entertainment, Leisure, and Preferences",0.5347471236772514,0.4462956640993953,0.5328078428390973
3,22,"Entertainment, Leisure, and Preferences",0.7333113143674244,0.6267012655225253,0.5014384344053144
3,23,"Entertainment, Leisure, and Preferences",0.5713991584082432,0.8053264817405208,0.7809365697853469
3,24,"Entertainment, Leisure, and Preferences",0.7737042936527692,0.6574653212326416,0.698163501729705
3,25,"Entertainment, Leisure, and Preferences",0.6234465231948354,0.6318077996798631,0.8930524392505524
3,26,"Entertainment, Leisure, and Preferences",0.4983599508461918,0.8230800096945448,0.4799935543523936
3,27,"Entertainment, Leisure, and Preferences",0.7396222890438265,0.8191236736815046,0.8511896833566525
3,28,"Entertainment, Leisure, and Preferences",0.5740277653001863,0.8085154128952987,0.6240856882159265
3,29,"Entertainment, Leisure, and Preferences",0.672776491810973,0.541049764021034,0.5068552228459291
3,30,"Entertainment, Leisure, and Preferences",0.7910164565883193,0.6319371494899007,0.6029374389814125
3,31,"Entertainment, Leisure, and Preferences",0.7247332362350682,0.5771667324917893,0.5805721170347449
3,32,"Entertainment, Leisure, and Preferences",0.6386080641944424,0.5468001264717198,0.5906172368711728
3,33,"Entertainment, Leisure, and Preferences",0.6336092421006936,0.6677734306100789,0.7157488664352816
3,34,"Entertainment, Leisure, and Preferences",0.498145023575423,0.4807256343660219,0.7894066309584442
4,1,"Entertainment, Leisure, and Preferences",0.7918263495294051,0.6802779290355283,0.6870350580936229
4,2,"Entertainment, Leisure, and Preferences",0.7342312470173367,0.8637548244914721,0.8172460042304766
4,3,"Entertainment, Leisure, and Preferences",0.7770247917441842,0.9242578644558131,0.7807964849643168
4,4,"Entertainment, Leisure, and Preferences",0.756900415681327,0.7866782840366912,0.8466906213283256
4,5,"Entertainment, Leisure, and Preferences",0.714699631026529,0.665607272052821,0.6111004688086333
4,6,"Entertainment, Leisure, and Preferences",0.8386033450453484,0.7651609217398128,0.8276974541480232
4,7,"Entertainment, Leisure, and Preferences",0.7306860502380117,0.676551629493819,0.5871240006983192
4,8,"Entertainment, Leisure, and Preferences",0.7739787586933535,0.7783061281211233,0.7081622602285018
4,9,"Entertainment, Leisure, and Preferences",0.7893063598663472,0.7248363086767573,0.7715623209972097
4,10,"Entertainment, Leisure, and Preferences",0.7741542142694536,0.8207406216813915,0.8119009240839146
4,11,"Entertainment, Leisure, and Preferences",0.8153281989365382,0.8862245099387835,0.8526680594895311
4,12,"Entertainment, Leisure, and Preferences",0.8915970471131688,0.6544704141923833,0.6723726421979281
4,13,"Entertainment, Leisure, and Preferences",0.8282761837090293,0.7563073283705558,0.7713839368598326
4,14,"Entertainment, Leisure, and Preferences",0.8206529353616362,0.7785030388354092,0.7816750647564756
4,15,"Entertainment, Leisure, and Preferences",0.8079226837045406,0.8461561615852566,0.8513354939911104
4,16,"Entertainment, Leisure, and Preferences",0.9451523593115652,0.8912529642380407,0.8942432143138721
4,17,"Entertainment, Leisure, and Preferences",0.8081039448134923,0.954727393981414,0.8323207039861682
4,18,"Entertainment, Leisure, and Preferences",0.9034784202489996,0.638880324087526,0.6517174461198965
4,19,"Entertainment, Leisure, and Preferences",0.9275917875770764,0.5624477098444453,0.5621224820335529
4,20,"Entertainment, Leisure, and Preferences",0.8298200783241949,0.800018170716088,0.798874420351597
4,21,"Entertainment, Leisure, and Preferences",0.8149350527753795,0.4648903934588924,0.5291865885638526
4,22,"Entertainment, Leisure, and Preferences",0.4517134730332368,0.9312297243205908,0.427338807763034
4,23,"Entertainment, Leisure, and Preferences",0.62725204972727,0.7032465396877028,0.7558834955968229
4,24,"Entertainment, Leisure, and Preferences",0.8680526314476578,0.8937656227580526,0.845477383079741
4,25,"Entertainment, Leisure, and Preferences",0.943784728959934,0.7464271802252713,0.7557050112962083
4,26,"Entertainment, Leisure, and Preferences",0.5356531702755187,0.7947408982794637,0.5173500391786493
4,27,"Entertainment, Leisure, and Preferences",0.8957742536571259,0.8740597323727256,0.9095707375425314
4,28,"Entertainment, Leisure, and Preferences",0.8044939296697038,0.6817706712546625,0.565581121957688
4,29,"Entertainment, Leisure, and Preferences",0.5369378763676464,0.8266855861015974,0.4936868187153443
4,30,"Entertainment, Leisure, and Preferences",0.6737199730771175,0.6381471471531699,0.9204627394127192
4,31,"Entertainment, Leisure, and Preferences",0.7711779004131006,0.9552530881708646,0.7699362113641546
4,32,"Entertainment, Leisure, and Preferences",0.7439411226802852,0.8286433229786562,0.8410825833248881
4,33,"Entertainment, Leisure, and Preferences",0.7519871299654975,0.6479938769770878,0.7367668816180435
4,34,"Entertainment, Leisure, and Preferences",0.8163877472148813,0.8791689654496984,0.7924963236541548
5,1,"Entertainment, Leisure, and Preferences",0.8006884040754298,0.8463980625995957,0.9055522022265784
5,2,"Entertainment, Leisure, and Preferences",0.8649876983501686,0.8772676463870064,0.9577425748169144
5,3,"Entertainment, Leisure, and Preferences",0.8743102589938259,0.9087998064919632,0.8893569524305933
5,4,"Entertainment, Leisure, and Preferences",0.8803789217842731,0.858879431847098,0.9066370464875644
5,5,"Entertainment, Leisure, and Preferences",0.7789467064491982,0.7812155689433433,0.7567212370589396
5,6,"Entertainment, Leisure, and Preferences",0.7488405032506933,0.8590451323021009,0.7853479369494281
5,7,"Entertainment, Leisure, and Preferences",0.8516340218563222,0.8070092950622417,0.8126755185204468
5,8,"Entertainment, Leisure, and Preferences",0.6773974458335557,0.6353777199842727,0.7743022439056695
5,9,"Entertainment, Leisure, and Preferences",0.9051312879378064,0.831500949582073,0.8397942652347126
5,10,"Entertainment, Leisure, and Preferences",0.8070262646066708,0.8438564050934084,0.8397200283863595
5,11,"Entertainment, Leisure, and Preferences",0.870156937450795,0.8644349007569615,0.8991720125788858
5,12,"Entertainment, Leisure, and Preferences",0.8896248740743133,0.8764156264536977,0.8167049871224545
5,13,"Entertainment, Leisure, and Preferences",0.7315587846206123,0.7490580451989362,0.875976570908916
5,14,"Entertainment, Leisure, and Preferences",0.8204945146707829,0.7720416118383104,0.8586762645702057
5,15,"Entertainment, Leisure, and Preferences",0.7663764690873589,0.8028109410583033,0.7847145725446782
5,16,"Entertainment, Leisure, and Preferences",0.8777757587991393,0.9208856982375372,0.9456217052249588
5,17,"Entertainment, Leisure, and Preferences",0.7901647752033314,0.8419722942270889,0.8834112630637985
5,18,"Entertainment, Leisure, and Preferences",0.8462653489052535,0.8547343974779125,0.863819400385982
5,19,"Entertainment, Leisure, and Preferences",0.7251476697897744,0.7521131102461609,0.8554350436279596
5,20,"Entertainment, Leisure, and Preferences",0.7688156962978618,0.8503228151505346,0.8175267011172912
5,21,"Entertainment, Leisure, and Preferences",0.6366546897134016,0.7026957442159033,0.888124124847171
5,22,"Entertainment, Leisure, and Preferences",0.8939227089771171,0.7546522482378646,0.7721733265489817
5,23,"Entertainment, Leisure, and Preferences",0.7354146892111569,0.8413704700735516,0.808074397710294
5,24,"Entertainment, Leisure, and Preferences",0.7960756384135499,0.8330732623868907,0.8380818745737669
5,25,"Entertainment, Leisure, and Preferences",0.7106652104905596,0.7528837772540938,0.7792954115343614
5,26,"Entertainment, Leisure, and Preferences",0.8337669704512719,0.8843455170298353,0.8490266537656164
5,27,"Entertainment, Leisure, and Preferences",0.914492571411005,0.8986005318270928,0.8323887332294517
5,28,"Entertainment, Leisure, and Preferences",0.807199421739262,0.835211062508603,0.7786659259842056
5,29,"Entertainment, Leisure, and Preferences",0.7392966945829138,0.8251933777532463,0.758136718547574
5,30,"Entertainment, Leisure, and Preferences",0.8330192692317437,0.8080702612918182,0.8659547250471399
5,31,"Entertainment, Leisure, and Preferences",0.8881328145665911,0.880622279364748,0.8539638635301164
5,32,"Entertainment, Leisure, and Preferences",0.7480269118335312,0.7974033070092053,0.8051625246678241
5,33,"Entertainment, Leisure, and Preferences",0.7516698594459693,0.6607455321035615,0.704301477251176
5,34,"Entertainment, Leisure, and Preferences",0.752369779729302,0.7234610796726666,0.7772758518137876
6,1,"Entertainment, Leisure, and Preferences",0.9057268714216526,0.8545363294744932,0.8608880683179231
6,2,"Entertainment, Leisure, and Preferences",0.8287649615227175,0.8506696407727325,0.8711140757261508
6,3,"Entertainment, Leisure, and Preferences",0.9092346986049248,0.9090861918907291,0.8818449494788593
6,4,"Entertainment, Leisure, and Preferences",0.8936593683842216,0.8051989976406584,0.8512223333259618
6,5,"Entertainment, Leisure, and Preferences",0.8742202959196153,0.89231902460918,0.8583818558987196
